runner_id,race_id,date,hippodrome,race_datetime,distance_metres,discipline,field_size,horse_number,horse_name,jockey_name,trainer_name,draw_position,handicap_distance,deferre,musique,morning_odds,final_odds,odds_drift_pct,implied_prob_norm,finish_position,km_time
20250909-R2-C1-1,20250909-R2-C1,20250909,SON PARDO,2025-09-09 11:07:00,2150,TROT_ATTELE,7,1,KATARI CROWN,A. VALLS,M. VICH C.,1,2150,True,6aDa6a5aRa7a,24.0,50.0,1.0833,0.035971,5,77700
20250909-R2-C1-2,20250909-R2-C1,20250909,SON PARDO,2025-09-09 11:07:00,2150,TROT_ATTELE,7,2,KAPITA DE MANDIA,JME. FLUXA,J. POCOVI,2,2150,False,3a2a4a6a0a4a,10.0,10.0,0.0,0.086329,2,77400
20250909-R2-C1-3,20250909-R2-C1,20250909,SON PARDO,2025-09-09 11:07:00,2150,TROT_ATTELE,7,3,LEO BLAI,M. MESTRE,C. SUBIRATS,3,2150,False,1a1a0a6a6a2a,4.4,6.6,0.5,0.196202,3,77500
20250909-R2-C1-4,20250909-R2-C1,20250909,SON PARDO,2025-09-09 11:07:00,2150,TROT_ATTELE,7,4,JUST DREAM D'AUBA,A. FRONTERA,C. ESCALAS T.,4,2150,False,1a1aDa2a1a1a,1.9,1.4,-0.2632,0.454363,1,77100
20250909-R2-C1-5,20250909-R2-C1,20250909,SON PARDO,2025-09-09 11:07:00,2150,TROT_ATTELE,7,5,DALLAS VICTORY,JU. PONS P.,R. MATAS M.,5,2150,True,7a4m7a3m0a5m,37.0,71.0,0.9189,0.023332,6,78000
20250909-R2-C1-6,20250909-R2-C1,20250909,SON PARDO,2025-09-09 11:07:00,2150,TROT_ATTELE,7,6,JOPETAS SB,B. LLOBET R.,B. LLOBET R.,6,2150,True,3a1a1a2a2a2a,5.1,6.6,0.2941,0.169272,4,77600
20250909-R2-C2-1,20250909-R2-C2,20250909,SON PARDO,2025-09-09 11:35:00,2150,TROT_ATTELE,8,1,LAUDA LLINARITX,J. PASTOR,J. PASTOR,1,2150,False,5a2a4a0a0aDa,49.0,71.0,0.449,0.017498,5,79200
20250909-R2-C2-2,20250909-R2-C2,20250909,SON PARDO,2025-09-09 11:35:00,2150,TROT_ATTELE,8,2,MAR DURAN,B. MASCARO,O. PUIGSERVER,2,2150,False,Da2aRa5a1a4a,23.0,36.0,0.5652,0.037279,4,79200
20250909-R2-C2-3,20250909-R2-C2,20250909,SON PARDO,2025-09-09 11:35:00,2150,TROT_ATTELE,8,3,MOONLIGHT GOM,JU. PONS P.,G. J. PONS F.,3,2150,False,Da0a5a5a0aRa,55.0,90.0,0.6364,0.01559,3,79000
20250909-R2-C2-4,20250909-R2-C2,20250909,SON PARDO,2025-09-09 11:35:00,2150,TROT_ATTELE,8,4,MAI VIST DE ROSER,A. FRONTERA,A. FRONTERA,4,2150,False,6aDa4a3a3a3a,16.0,25.0,0.5625,0.053589,6,79200
20250909-R2-C2-5,20250909-R2-C2,20250909,SON PARDO,2025-09-09 11:35:00,2150,TROT_ATTELE,8,5,MEILING VX,A. RIERA B.,A. RIERA B.,5,2150,False,6a4a1a1a4a3a,9.1,12.0,0.3187,0.094222,2,78800
20250909-R2-C2-8,20250909-R2-C2,20250909,SON PARDO,2025-09-09 11:35:00,2150,TROT_ATTELE,8,8,MYSTERY,M. MESTRE,C. SUBIRATS,8,2150,False,1a1a1a2a3a4a,4.6,2.7,-0.413,0.186395,1,78800
20250909-R2-C3-1,20250909-R2-C3,20250909,SON PARDO,2025-09-09 12:07:00,2150,TROT_ATTELE,9,1,DJANGO DE BOUP,A. FRONTERA,A. FRONTERA,1,2150,False,6a3a1a1aDa2a,8.5,19.0,1.2353,0.100201,7,76300
20250909-R2-C3-2,20250909-R2-C3,20250909,SON PARDO,2025-09-09 12:07:00,2150,TROT_ATTELE,9,2,DIVIN DU VIEUXCOUR,A. VIDAL A.,A. VIDAL A.,2,2150,True,6a4a4a4a7a4a,50.0,62.0,0.24,0.017034,9,76400
20250909-R2-C3-3,20250909-R2-C3,20250909,SON PARDO,2025-09-09 12:07:00,2150,TROT_ATTELE,9,3,FRIVOLO BELLO,A. RIERA R.,A. RIERA R.,3,2150,False,2a0a2a6a2a6a,12.0,44.0,2.6667,0.070975,6,76100
20250909-R2-C3-4,20250909-R2-C3,20250909,SON PARDO,2025-09-09 12:07:00,2150,TROT_ATTELE,9,4,GIN FIZZ D'UN SOIR,M. MESTRE,M. EGIDOS S.,4,2150,True,1a1a0a0aDaRa,7.9,3.6,-0.5443,0.107811,2,75900
20250909-R2-C3-5,20250909-R2-C3,20250909,SON PARDO,2025-09-09 12:07:00,2150,TROT_ATTELE,9,5,JACK FOULONIERE,G. RIERA,G. RIERA,5,2150,False,1a1a1a4a1a0a,1.6,1.6,0.0,0.532318,3,75900
20250909-R2-C3-6,20250909-R2-C3,20250909,SON PARDO,2025-09-09 12:07:00,2150,TROT_ATTELE,9,6,FAVARY,F. BENNASAR,M. A. RIERA V.,6,2150,False,6a5a1a5a4a2a,14.0,12.0,-0.1429,0.060837,1,75500
20250909-R2-C3-7,20250909-R2-C3,20250909,SON PARDO,2025-09-09 12:07:00,2150,TROT_ATTELE,9,7,FAUX DOLLARS,J. BAUZA B.,A. RIERA R.,7,2150,True,6aDa4a5a5a0a,21.0,49.0,1.3333,0.040558,8,76300
20250909-R2-C3-8,20250909-R2-C3,20250909,SON PARDO,2025-09-09 12:07:00,2150,TROT_ATTELE,9,8,GUEPARD DE MONE,B. FUSTER,J. BELLO,8,2150,False,Da6a7a2a7a4a,50.0,109.0,1.18,0.017034,5,76000
20250909-R2-C3-9,20250909-R2-C3,20250909,SON PARDO,2025-09-09 12:07:00,2150,TROT_ATTELE,9,9,GITANO DE FELINE,M. RIERA B.,J. VAQUER M.,9,2150,True,Da2a4a1a3a3a,16.0,20.0,0.25,0.053232,4,75900
20250909-R2-C4-1,20250909-R2-C4,20250909,SON PARDO,2025-09-09 12:39:00,2150,TROT_ATTELE,11,1,KALIU A,B. MASCARO,A. ALZAMORA,1,2150,True,3a1aRa2aDa1a,6.6,7.9,0.197,0.131386,4,78800
20250909-R2-C4-2,20250909-R2-C4,20250909,SON PARDO,2025-09-09 12:39:00,2150,TROT_ATTELE,11,2,KALAHARI DES PONS,JU. PONS P.,G. J. PONS F.,2,2150,False,DaDaDaDa3aDa,45.0,51.0,0.1333,0.01927,3,78600
20250909-R2-C4-3,20250909-R2-C4,20250909,SON PARDO,2025-09-09 12:39:00,2150,TROT_ATTELE,11,3,KALYPSO,M. MESTRE,C. SUBIRATS,3,2150,True,0a3a0a0a2a2a,3.4,5.1,0.5,0.255044,2,78500
20250909-R2-C4-4,20250909-R2-C4,20250909,SON PARDO,2025-09-09 12:39:00,2150,TROT_ATTELE,11,4,LEONESSA CI,J.T. VAQUER,J. VAQUER M.,4,2150,True,1aDa7a4a1a6a,13.0,13.0,0.0,0.066704,8,79200
20250909-R2-C4-5,20250909-R2-C4,20250909,SON PARDO,2025-09-09 12:39:00,2150,TROT_ATTELE,11,5,JENTY A,J. FORTEZA R.,A. ALZAMORA,5,2150,False,6a4a1a0aDa7a,27.0,25.0,-0.0741,0.032117,6,78900
20250909-R2-C4-7,20250909-R2-C4,20250909,SON PARDO,2025-09-09 12:39:00,2150,TROT_ATTELE,11,7,JUMBO,A. VALLS,A. VALLS,7,2150,True,6a0a5a6aDa6a,17.0,32.0,0.8824,0.051009,9,79400
20250909-R2-C4-8,20250909-R2-C4,20250909,SON PARDO,2025-09-09 12:39:00,2150,TROT_ATTELE,11,8,LET IT BE CM,A. RIERA B.,A. RIERA B.,8,2150,False,4a2a2a4a1a2a,5.2,3.5,-0.3269,0.16676,1,78300
20250909-R2-C4-9,20250909-R2-C4,20250909,SON PARDO,2025-09-09 12:39:00,2150,TROT_ATTELE,11,9,MAGGIE DURAN,J. BAUZA B.,G. ANDREU,9,2150,False,2aDa1a1a1a3a,4.4,5.1,0.1591,0.19708,5,78900
20250909-R2-C4-10,20250909-R2-C4,20250909,SON PARDO,2025-09-09 12:39:00,2150,TROT_ATTELE,11,10,JANET BLAI,B. CALVO,B. CALVO,10,2150,False,0a1a6a3a2a0a,15.0,6.4,-0.5733,0.05781,7,78900
20250909-R2-C4-11,20250909-R2-C4,20250909,SON PARDO,2025-09-09 12:39:00,2150,TROT_ATTELE,11,11,KAHARAJAH A,A. ALZAMORA,A. ALZAMORA,11,2150,False,3a4a3a6a4a0a,38.0,43.0,0.1316,0.02282,10,79400
20250909-R2-C5-2,20250909-R2-C5,20250909,SON PARDO,2025-09-09 13:17:00,2150,TROT_ATTELE,12,2,KELLY JEPHI,G. RIERA,G. RIERA,2,2150,False,0a7a0a6a4aRa,,72.0,,,8,80300
20250909-R2-C5-3,20250909-R2-C5,20250909,SON PARDO,2025-09-09 13:17:00,2150,TROT_ATTELE,12,3,GORLANDO STEED,A. VIDAL A.,A. VIDAL A.,3,2150,True,0a6a3a0a5a4a,32.0,34.0,0.0625,0.027114,5,80100
20250909-R2-C5-4,20250909-R2-C5,20250909,SON PARDO,2025-09-09 13:17:00,2150,TROT_ATTELE,12,4,GASTON TOM,J.T. VAQUER,A. NICOLAU R.,4,2150,False,6a3a2a2a4a1a,32.0,13.0,-0.5938,0.027114,4,79900
20250909-R2-C5-5,20250909-R2-C5,20250909,SON PARDO,2025-09-09 13:17:00,2150,TROT_ATTELE,12,5,LA BOMBONERA,J. FORTEZA R.,D. RODRIGUEZ R.,5,2150,False,0aDa0aDaDa(24)Da,6.1,7.6,0.2459,0.142236,3,79800
20250909-R2-C5-6,20250909-R2-C5,20250909,SON PARDO,2025-09-09 13:17:00,2150,TROT_ATTELE,12,6,LE ROI SOLEIL,J.C. ROTGER,A. PUIG R.,6,2150,True,7a0aDa0aDaDa,51.0,32.0,-0.3725,0.017013,7,80200
20250909-R2-C5-7,20250909-R2-C5,20250909,SON PARDO,2025-09-09 13:17:00,2150,TROT_ATTELE,12,7,IBISCUS DE MAHEY,M. RIERA B.,J. VAQUER M.,7,2150,False,2aDa6a2a2a2a,3.0,2.3,-0.2333,0.289214,1,79000
20250909-R2-C5-8,20250909-R2-C5,20250909,SON PARDO,2025-09-09 13:17:00,2150,TROT_ATTELE,12,8,KOUGLOF,A. VALLS,F. IZQUIERDO M.,8,2150,False,3a0aDa0aDaDa,18.0,30.0,0.6667,0.048203,10,82600
20250909-R2-C5-9,20250909-R2-C5,20250909,SON PARDO,2025-09-09 13:17:00,2150,TROT_ATTELE,12,9,INDEPENDENCE,J. BAUZA B.,G. ANDREU,9,2150,False,7a0aDm0a3mRa,32.0,69.0,1.1563,0.027114,9,80300
20250909-R2-C5-11,20250909-R2-C5,20250909,SON PARDO,2025-09-09 13:17:00,2150,TROT_ATTELE,12,11,HOLD UP MESSI,S. POCOVI,M. SALLERAS,11,2150,False,0a1aDaDa0a0a,21.0,29.0,0.381,0.041316,6,80100
20250909-R2-C5-12,20250909-R2-C5,20250909,SON PARDO,2025-09-09 13:17:00,2150,TROT_ATTELE,12,12,HORNADO BELLO,M. MESTRE,C. SUBIRATS,12,2150,False,3a1a5a1a2a3a,3.7,3.7,0.0,0.234498,2,79100
20250909-R4-C1-1,20250909-R4-C1,20250909,VINCENNES,2025-09-09 16:35:00,2175,TROT_MONTE,12,1,MINILADY DE CHOC,A. LAMY,D. JAVELLE,,2175,False,Da,63.0,60.0,-0.0476,0.013576,6,75800
20250909-R4-C1-5,20250909-R4-C1,20250909,VINCENNES,2025-09-09 16:35:00,2175,TROT_MONTE,12,5,MIMI D'AUTHISE,A. BARRIER,J.PH. MONCLIN,,2175,False,Dm2m8m1mDm,7.5,5.9,-0.2133,0.114042,1,74700
20250909-R4-C1-6,20250909-R4-C1,20250909,VINCENNES,2025-09-09 16:35:00,2175,TROT_MONTE,12,6,MISS DE BAILLE,M. MOTTIER,M. MOTTIER,,2175,False,Dm2m,2.2,1.7,-0.2273,0.388781,2,75300
20250909-R4-C1-8,20250909-R4-C1,20250909,VINCENNES,2025-09-09 16:35:00,2175,TROT_MONTE,12,8,MAJUSCULE,A. GENDROT,Mlle C. CHASSAGNE,,2175,False,DmDm6m4m0mDm5mDm3mDm,47.0,97.0,1.0638,0.018199,5,75800
20250909-R4-C1-9,20250909-R4-C1,20250909,VINCENNES,2025-09-09 16:35:00,2175,TROT_MONTE,12,9,MAGIE DE GUIBRAY,F. DESMIGNEUX,J. BORDAS,,2175,False,2m3m5m2m6m,7.8,10.0,0.2821,0.109656,3,75700
20250909-R4-C1-10,20250909-R4-C1,20250909,VINCENNES,2025-09-09 16:35:00,2175,TROT_MONTE,12,10,MISS NIVERNAISE,Mme T. MATHIAS-MAISONNETTE,L. LERENARD,,2175,False,8aDm3m3m0aDa4a5a6a8a,12.0,17.0,0.4167,0.071276,7,78400
20250909-R4-C1-12,20250909-R4-C1,20250909,VINCENNES,2025-09-09 16:35:00,2175,TROT_MONTE,12,12,MONA GALAA,G. LENAIN,G. GILLOT,,2175,False,3m3m0a6m4m2m4mDm3m,6.6,8.0,0.2121,0.129594,4,75700
20250909-R4-C2-1,20250909-R4-C2,20250909,VINCENNES,2025-09-09 17:12:00,2100,TROT_ATTELE,15,1,LA BELLE VIE,G. GELORMINI,J.PH. DUBOIS,1,2100,True,Da3a1aDa4a6a9a7a(24)8a,11.0,13.0,0.1818,0.078758,6,72300
20250909-R4-C2-2,20250909-R4-C2,20250909,VINCENNES,2025-09-09 17:12:00,2100,TROT_ATTELE,15,2,L'AUDACE,F. NIVARD,CH. MIRANDEL,2,2100,True,4a8a3a6a(24)2a5a3a0a6a,27.0,18.0,-0.3333,0.032087,7,72700
20250909-R4-C2-3,20250909-R4-C2,20250909,VINCENNES,2025-09-09 17:12:00,2100,TROT_ATTELE,15,3,LOUMIA CASTELETS,B. ROCHARD,S. ROGER,3,2100,True,4a1a1aDa1a8a4a(24)8a6a,7.5,5.7,-0.24,0.115512,3,72100
20250909-R4-C2-5,20250909-R4-C2,20250909,VINCENNES,2025-09-09 17:12:00,2100,TROT_ATTELE,15,5,LAISSEZ FAIRE,G. PORZIO,C. GODARD,5,2100,True,1a2aDa7a9a8a(24)9a6a0a,22.0,44.0,1.0,0.03938,1,71700
20250909-R4-C2-6,20250909-R4-C2,20250909,VINCENNES,2025-09-09 17:12:00,2100,TROT_ATTELE,15,6,LOUNA D'OR,G.A. POU POU,M. DUPUIS,6,2100,True,5a8a3a0a7a9a7a5a3a5a,48.0,86.0,0.7917,0.018049,8,72800
20250909-R4-C2-7,20250909-R4-C2,20250909,VINCENNES,2025-09-09 17:12:00,2100,TROT_ATTELE,15,7,LADY DUCALE,V. VIEL,V. VIEL,7,2100,False,4a7a7a8a0a7a(24)Da3a5a,54.0,139.0,1.5741,0.016044,10,73100
20250909-R4-C2-8,20250909-R4-C2,20250909,VINCENNES,2025-09-09 17:12:00,2100,TROT_ATTELE,15,8,LA NUIT JE MENS,J.F. SENET,J.F. SENET,8,2100,True,4a6a4a5aDa3a6aDa7a2a,22.0,38.0,0.7273,0.03938,9,72800
20250909-R4-C2-9,20250909-R4-C2,20250909,VINCENNES,2025-09-09 17:12:00,2100,TROT_ATTELE,15,9,LEELY DE BLARY,R. LAMY,TH. LEVESQUE,9,2100,True,3aDa7a1a5a(24)5a2a7aDa,9.1,9.4,0.033,0.095202,12,77700
20250909-R4-C2-10,20250909-R4-C2,20250909,VINCENNES,2025-09-09 17:12:00,2100,TROT_ATTELE,15,10,LAGUNA SECA,A. ABRIVARD,CH. CLIN,10,2100,True,DmDa0aDaDm(24)0a9a1a1a,20.0,33.0,0.65,0.043317,4,72100
20250909-R4-C2-11,20250909-R4-C2,20250909,VINCENNES,2025-09-09 17:12:00,2100,TROT_ATTELE,15,11,LOVE ME BERRY,F. GUERINEAU,A. RIPOLL RIGO,11,2100,True,3a6a7a3a4a8a4a5aDa2a,47.0,58.0,0.234,0.018433,5,72200
20250909-R4-C2-13,20250909-R4-C2,20250909,VINCENNES,2025-09-09 17:12:00,2100,TROT_ATTELE,15,13,LISA DE PERVENCHE,M. ABRIVARD,M. ABRIVARD,13,2100,True,1a1aDaDa(24)Da2a2aDa,3.3,3.7,0.1212,0.262528,2,72000
20250909-R4-C2-15,20250909-R4-C2,20250909,VINCENNES,2025-09-09 17:12:00,2100,TROT_ATTELE,15,15,LUDMILLA HAUFOR,CH.J. BIGEON,CH.J. BIGEON,15,2100,True,7a4a2a2a9a9a4aDa(24)5a,65.0,162.0,1.4923,0.013329,11,73200
20250909-R4-C3-1,20250909-R4-C3,20250909,VINCENNES,2025-09-09 17:47:00,2700,TROT_ATTELE,11,1,NIRVANA FASHION,F. OUVRIE,J. OFFERINGA,,2700,True,3a1aDaDaDa3a1a,16.0,9.6,-0.4,0.053992,7,73900
20250909-R4-C3-2,20250909-R4-C3,20250909,VINCENNES,2025-09-09 17:47:00,2700,TROT_ATTELE,11,2,ERGA OMNES PAR,MARCO BASILE,Vitale CIOTOLA,,2700,False,8mDm0aDmDaDa4mDaDa,149.0,170.0,0.1409,0.005797,8,73900
20250909-R4-C3-3,20250909-R4-C3,20250909,VINCENNES,2025-09-09 17:47:00,2700,TROT_ATTELE,11,3,KADECOLE DE GUERRE,M. MOTTIER,B. ROBIN,,2700,True,1a0a6a2a3a1a(24)1aDaDa,6.0,8.3,0.3833,0.143979,2,73500
20250909-R4-C3-5,20250909-R4-C3,20250909,VINCENNES,2025-09-09 17:47:00,2700,TROT_ATTELE,11,5,KITTY PIYA,A. COLLETTE,CL. THOMAIN,,2700,True,Da1a0a4aDa3aDa6a3a0a,10.0,10.0,0.0,0.086387,6,73700
20250909-R4-C3-6,20250909-R4-C3,20250909,VINCENNES,2025-09-09 17:47:00,2700,TROT_ATTELE,11,6,ELOISE GAR,A. ABRIVARD,Vitale CIOTOLA,,2700,True,7a5a7a4aDa5a,4.9,4.3,-0.1224,0.1763,10,79200
20250909-R4-C3-7,20250909-R4-C3,20250909,VINCENNES,2025-09-09 17:47:00,2700,TROT_ATTELE,11,7,KALANSKA,P.Y. VERVA,V. LEBARQUE,,2700,True,4a4a4a0a4a2a3aDaDa2a,10.0,26.0,1.6,0.086387,5,73600
20250909-R4-C3-8,20250909-R4-C3,20250909,VINCENNES,2025-09-09 17:47:00,2700,TROT_ATTELE,11,8,KELLE BELLE JASMA,E. RAFFIN,L. LAUDREN,,2700,True,3a1aDa4a3a2a0a5a7a1a,5.9,6.8,0.1525,0.146419,4,73600
20250909-R4-C3-9,20250909-R4-C3,20250909,VINCENNES,2025-09-09 17:47:00,2700,TROT_ATTELE,11,9,KAYA DU SAPTEL,B. ROCHARD,D. ALEXANDRE,,2700,True,4a7a0a6a4a7a3a0a(24)4a,5.4,4.2,-0.2222,0.159976,3,73600
20250909-R4-C3-10,20250909-R4-C3,20250909,VINCENNES,2025-09-09 17:47:00,2700,TROT_ATTELE,11,10,KOSETTE DU LINON,A. LAMY,E. LAMY,,2700,True,4a7aDa1a1aDa1aDa4a2a,24.0,15.0,-0.375,0.035995,1,73400
20250909-R4-C3-11,20250909-R4-C3,20250909,VINCENNES,2025-09-09 17:47:00,2700,TROT_ATTELE,11,11,KIRENE FLASH,ET. LEFRANC,ET. LEFRANC,,2700,True,3a2a2a2aDa9aDa(24)9a0a,10.0,14.0,0.4,0.086387,9,74200
20250909-R4-C4-2,20250909-R4-C4,20250909,VINCENNES,2025-09-09 18:20:00,2100,TROT_ATTELE,12,2,LAPS GEDE,A. PILLON,A. PILLON,2,2100,True,2a4aDaDa8aDa3a1a6a4a,49.0,33.0,-0.3265,0.016953,3,71200
20250909-R4-C4-3,20250909-R4-C4,20250909,VINCENNES,2025-09-09 18:20:00,2100,TROT_ATTELE,12,3,LEXCELLENT DU METZ,A. ABRIVARD,L.CL. ABRIVARD,3,2100,True,9a3a4a3a3a1aDaDa3aDa,8.5,6.6,-0.2235,0.097731,2,71100
20250909-R4-C4-4,20250909-R4-C4,20250909,VINCENNES,2025-09-09 18:20:00,2100,TROT_ATTELE,12,4,LOTUS DE BEYLEV,Y. LEBOURGEOIS,CH. CUILLER,4,2100,True,0a2a4a7a7a1a(24)4a7a2a,20.0,39.0,0.95,0.041536,8,73300
20250909-R4-C4-6,20250909-R4-C4,20250909,VINCENNES,2025-09-09 18:20:00,2100,TROT_ATTELE,12,6,LORIGRE,CEDRIC TERRY,F. TERRY,6,2100,True,3a3a3a2a0a0a5a0a(24)Da,24.0,24.0,0.0,0.034613,4,71300
20250909-R4-C4-7,20250909-R4-C4,20250909,VINCENNES,2025-09-09 18:20:00,2100,TROT_ATTELE,12,7,LE REVE D'OLMEN,CH. MARTENS,CH. MARTENS,7,2100,True,1aDa2a1a3a(24)2a1aDa1a,7.7,6.9,-0.1039,0.107885,1,71100
20250909-R4-C4-8,20250909-R4-C4,20250909,VINCENNES,2025-09-09 18:20:00,2100,TROT_ATTELE,12,8,LOUIS QUATORZE,F. NIVARD,F. NIVARD,8,2100,True,5aDa2a3a0a0a(24)1a4a6a,31.0,50.0,0.6129,0.026797,7,72000
20250909-R4-C4-9,20250909-R4-C4,20250909,VINCENNES,2025-09-09 18:20:00,2100,TROT_ATTELE,12,9,LOVER JULMA,A. BARRIER,Sté. Ent. Grégory THOREL,9,2100,True,Da4a0a2aDa7a(24)6a4a6a,22.0,31.0,0.4091,0.03776,9,88000
20250909-R4-C4-10,20250909-R4-C4,20250909,VINCENNES,2025-09-09 18:20:00,2100,TROT_ATTELE,12,10,LOCO FLIGNY,A. COLLETTE,Sté. Ent. Grégory THOREL,10,2100,True,6a6a4a1a3a5a4a6a(24)2a,59.0,49.0,-0.1695,0.01408,5,71300
20250909-R4-C4-11,20250909-R4-C4,20250909,VINCENNES,2025-09-09 18:20:00,2100,TROT_ATTELE,12,11,LE MIRACLE,M. ABRIVARD,J.PH. RAFFEGEAU,11,2100,True,8a4a3a1a1a5a2aDa3a(24),34.0,33.0,-0.0294,0.024433,6,71400
20250909-R4-C5-1,20250909-R4-C5,20250909,VINCENNES,2025-09-09 19:15:00,2175,TROT_ATTELE,10,1,MINUTY DU GERS,R. CONGARD,N. BAZIRE,,2175,False,1aDa2a,20.0,20.0,0.0,0.043436,6,74900
20250909-R4-C5-2,20250909-R4-C5,20250909,VINCENNES,2025-09-09 19:15:00,2175,TROT_ATTELE,10,2,MOZART DES BORDES,L. GUINOISEAU,H. COMBOT,,2175,False,5a5m5aDm1a5a7aDm5a6a,80.0,107.0,0.3375,0.010859,7,75700
20250909-R4-C5-3,20250909-R4-C5,20250909,VINCENNES,2025-09-09 19:15:00,2175,TROT_ATTELE,10,3,MODERN STYLE,J.PH. DUBOIS,J.PH. DUBOIS,,2175,False,2a3a1a4a,5.9,4.0,-0.322,0.147241,1,73900
20250909-R4-C5-4,20250909-R4-C5,20250909,VINCENNES,2025-09-09 19:15:00,2175,TROT_ATTELE,10,4,MOONLIGHT DU RHIN,E. RAFFIN,B. GOGLIN,,2175,False,2a1a3a8a3aGa,9.9,12.0,0.2121,0.087749,5,74900
20250909-R4-C5-5,20250909-R4-C5,20250909,VINCENNES,2025-09-09 19:15:00,2175,TROT_ATTELE,10,5,MYSTERE CERIZE,M. ABRIVARD,A. DUPERCHE,,2175,False,3a1a1a,12.0,18.0,0.5,0.072393,4,74500
20250909-R4-C5-6,20250909-R4-C5,20250909,VINCENNES,2025-09-09 19:15:00,2175,TROT_ATTELE,10,6,MY LOVE D'EVEL,A.A. CHAVATTE,A. CHAVATTE,,2175,False,1a1a5a,2.7,3.0,0.1111,0.321747,3,74400
20250909-R4-C5-9,20250909-R4-C5,20250909,VINCENNES,2025-09-09 19:15:00,2175,TROT_ATTELE,10,9,MAMBO DU TAILLIS,A. ABRIVARD,L.CL. ABRIVARD,,2175,False,1a6a1a4a9a4a,5.5,4.8,-0.1273,0.157949,2,74000
20250909-R4-C5-10,20250909-R4-C5,20250909,VINCENNES,2025-09-09 19:15:00,2175,TROT_ATTELE,10,10,MALICIOSO,F. NIVARD,P.A. RYNWALT-BOULARD,,2175,False,3a5a5aDa8a4a1aDa,8.9,8.3,-0.0674,0.097609,8,75700
20250909-R4-C6-1,20250909-R4-C6,20250909,VINCENNES,2025-09-09 19:45:00,2175,TROT_MONTE,10,1,MAJOR CONQUERANT,B. ROCHARD,M. SASSIER,,2175,False,,6.5,5.3,-0.1846,0.133697,4,76600
20250909-R4-C6-4,20250909-R4-C6,20250909,VINCENNES,2025-09-09 19:45:00,2175,TROT_MONTE,10,4,MODELE GEMA,A. GENDROT,M. SASSIER,,2175,False,Dm8m7m,45.0,53.0,0.1778,0.019312,5,76900
20250909-R4-C6-6,20250909-R4-C6,20250909,VINCENNES,2025-09-09 19:45:00,2175,TROT_MONTE,10,6,MANDATED,Mlle A. BARTHELEMY,A. CLERIN,,2175,False,0a9a6a6a7a2a6a8a5a4a,56.0,78.0,0.3929,0.015518,6,80700
20250909-R4-C6-8,20250909-R4-C6,20250909,VINCENNES,2025-09-09 19:45:00,2175,TROT_MONTE,10,8,MIDNIGHT DREAM,A. LAMY,Mme M. HERLEIKSPLASS,,2175,False,4m3m2m4mDa,5.2,6.1,0.1731,0.167122,1,75300
20250909-R4-C6-9,20250909-R4-C6,20250909,VINCENNES,2025-09-09 19:45:00,2175,TROT_MONTE,10,9,MADNESS DOLCE,A. COLLETTE,CL. THOMAIN,,2175,False,3m2m6a1a8a6a,4.4,3.7,-0.1591,0.197507,3,76200
20250909-R4-C6-10,20250909-R4-C6,20250909,VINCENNES,2025-09-09 19:45:00,2175,TROT_MONTE,10,10,MARVEL MESLOIS,J. MAILLARD,P. BELLOCHE,,2175,False,3m4m3mDa7m(24)DaDa3a5a,5.0,4.0,-0.2,0.173806,2,76200
20250909-R4-C7-1,20250909-R4-C7,20250909,VINCENNES,2025-09-09 20:15:00,2100,TROT_ATTELE,14,1,GRANADOS,Mlle H. LENAULT,V. VIEL,1,2100,True,2a9a0a3a2a4a0a(24)0a0a,3.2,3.6,0.125,0.26767,2,72200
20250909-R4-C7-2,20250909-R4-C7,20250909,VINCENNES,2025-09-09 20:15:00,2100,TROT_ATTELE,14,2,HAMILTON D'ALB,Mme M. HAWAS,J.F. SENET,2,2100,True,6a7a6a9a0a9a6a7a6a2a,35.0,54.0,0.5429,0.024472,10,72500
20250909-R4-C7-3,20250909-R4-C7,20250909,VINCENNES,2025-09-09 20:15:00,2100,TROT_ATTELE,14,3,JASMIN PHIL,J.F. NOEL,F. TERRY,3,2100,True,8a6aDa7a2aDa3aDa6m0a,10.0,6.9,-0.31,0.085654,7,72500
20250909-R4-C7-4,20250909-R4-C7,20250909,VINCENNES,2025-09-09 20:15:00,2100,TROT_ATTELE,14,4,JUST D'ACADIE,Mme B. GUENET,CH. CUILLER,4,2100,True,7aDaDa3aDa2a1aDa0a(24),5.5,5.1,-0.0727,0.155735,1,72100
20250909-R4-C7-5,20250909-R4-C7,20250909,VINCENNES,2025-09-09 20:15:00,2100,TROT_ATTELE,14,5,ILLARIA MADRIK,Mlle EMILIE DUPERCHE,PH. GAILLARD,5,2100,True,3a6a3aDa3a2a8a6aDa(24),9.9,10.0,0.0101,0.086519,8,72500
20250909-R4-C7-6,20250909-R4-C7,20250909,VINCENNES,2025-09-09 20:15:00,2100,TROT_ATTELE,14,6,HERA D'ESPACE,T. PERRIER,CH. PETREMENT,6,2100,True,8a0a6a0a4a6a7aDa5a9a,77.0,101.0,0.3117,0.011124,3,72300
20250909-R4-C7-7,20250909-R4-C7,20250909,VINCENNES,2025-09-09 20:15:00,2100,TROT_ATTELE,14,7,IMPERATRICE HEDEN,A. DESBOIS,Ch. DREUX,7,2100,True,5a0a0aDa0a(24)6a9a4aDa,10.0,12.0,0.2,0.085654,11,72500
