runner_id,race_id,date,hippodrome,distance_metres,discipline,field_size,horse_number,horse_name,jockey_name,trainer_name,draw_position,weight_kg,handicap_distance,deferre,scratch,musique,finish_position,km_time
20250909-R2-C1-1,20250909-R2-C1,20250909,SON PARDO,2150,TROT_ATTELE,7,1,KATARI CROWN,A. VALLS,M. VICH C.,1,,2150,True,False,6aDa6a5aRa7a,5,77700
20250909-R2-C1-2,20250909-R2-C1,20250909,SON PARDO,2150,TROT_ATTELE,7,2,KAPITA DE MANDIA,JME. FLUXA,J. POCOVI,2,,2150,False,False,3a2a4a6a0a4a,2,77400
20250909-R2-C1-3,20250909-R2-C1,20250909,SON PARDO,2150,TROT_ATTELE,7,3,LEO BLAI,M. MESTRE,C. SUBIRATS,3,,2150,False,False,1a1a0a6a6a2a,3,77500
20250909-R2-C1-4,20250909-R2-C1,20250909,SON PARDO,2150,TROT_ATTELE,7,4,JUST DREAM D'AUBA,A. FRONTERA,C. ESCALAS T.,4,,2150,False,False,1a1aDa2a1a1a,1,77100
20250909-R2-C1-5,20250909-R2-C1,20250909,SON PARDO,2150,TROT_ATTELE,7,5,DALLAS VICTORY,JU. PONS P.,R. MATAS M.,5,,2150,True,False,7a4m7a3m0a5m,6,78000
20250909-R2-C1-6,20250909-R2-C1,20250909,SON PARDO,2150,TROT_ATTELE,7,6,JOPETAS SB,B. LLOBET R.,B. LLOBET R.,6,,2150,True,False,3a1a1a2a2a2a,4,77600
20250909-R2-C1-7,20250909-R2-C1,20250909,SON PARDO,2150,TROT_ATTELE,7,7,LLIURE DE LADIL,S. POCOVI,J. POCOVI,7,,2150,False,False,3a7aDa0aDaDa,,
20250909-R2-C2-1,20250909-R2-C2,20250909,SON PARDO,2150,TROT_ATTELE,8,1,LAUDA LLINARITX,J. PASTOR,J. PASTOR,1,,2150,False,False,5a2a4a0a0aDa,5,79200
20250909-R2-C2-2,20250909-R2-C2,20250909,SON PARDO,2150,TROT_ATTELE,8,2,MAR DURAN,B. MASCARO,O. PUIGSERVER,2,,2150,False,False,Da2aRa5a1a4a,4,79200
20250909-R2-C2-3,20250909-R2-C2,20250909,SON PARDO,2150,TROT_ATTELE,8,3,MOONLIGHT GOM,JU. PONS P.,G. J. PONS F.,3,,2150,False,False,Da0a5a5a0aRa,3,79000
20250909-R2-C2-4,20250909-R2-C2,20250909,SON PARDO,2150,TROT_ATTELE,8,4,MAI VIST DE ROSER,A. FRONTERA,A. FRONTERA,4,,2150,False,False,6aDa4a3a3a3a,6,79200
20250909-R2-C2-5,20250909-R2-C2,20250909,SON PARDO,2150,TROT_ATTELE,8,5,MEILING VX,A. RIERA B.,A. RIERA B.,5,,2150,False,False,6a4a1a1a4a3a,2,78800
20250909-R2-C2-6,20250909-R2-C2,20250909,SON PARDO,2150,TROT_ATTELE,8,6,MENTA DE LADIL,JME. FLUXA,J. POCOVI,6,,2150,False,False,1a1a1aDa1a3a,,
20250909-R2-C2-7,20250909-R2-C2,20250909,SON PARDO,2150,TROT_ATTELE,8,7,MAGNO DE FONT,A. VALLS,JME. MORRO,7,,2150,False,False,3aDa3aDa1a2a,,
20250909-R2-C2-8,20250909-R2-C2,20250909,SON PARDO,2150,TROT_ATTELE,8,8,MYSTERY,M. MESTRE,C. SUBIRATS,8,,2150,False,False,1a1a1a2a3a4a,1,78800
20250909-R2-C3-1,20250909-R2-C3,20250909,SON PARDO,2150,TROT_ATTELE,9,1,DJANGO DE BOUP,A. FRONTERA,A. FRONTERA,1,,2150,False,False,6a3a1a1aDa2a,7,76300
20250909-R2-C3-2,20250909-R2-C3,20250909,SON PARDO,2150,TROT_ATTELE,9,2,DIVIN DU VIEUXCOUR,A. VIDAL A.,A. VIDAL A.,2,,2150,True,False,6a4a4a4a7a4a,9,76400
20250909-R2-C3-3,20250909-R2-C3,20250909,SON PARDO,2150,TROT_ATTELE,9,3,FRIVOLO BELLO,A. RIERA R.,A. RIERA R.,3,,2150,False,False,2a0a2a6a2a6a,6,76100
20250909-R2-C3-4,20250909-R2-C3,20250909,SON PARDO,2150,TROT_ATTELE,9,4,GIN FIZZ D'UN SOIR,M. MESTRE,M. EGIDOS S.,4,,2150,True,False,1a1a0a0aDaRa,2,75900
20250909-R2-C3-5,20250909-R2-C3,20250909,SON PARDO,2150,TROT_ATTELE,9,5,JACK FOULONIERE,G. RIERA,G. RIERA,5,,2150,False,False,1a1a1a4a1a0a,3,75900
20250909-R2-C3-6,20250909-R2-C3,20250909,SON PARDO,2150,TROT_ATTELE,9,6,FAVARY,F. BENNASAR,M. A. RIERA V.,6,,2150,False,False,6a5a1a5a4a2a,1,75500
20250909-R2-C3-7,20250909-R2-C3,20250909,SON PARDO,2150,TROT_ATTELE,9,7,FAUX DOLLARS,J. BAUZA B.,A. RIERA R.,7,,2150,True,False,6aDa4a5a5a0a,8,76300
20250909-R2-C3-8,20250909-R2-C3,20250909,SON PARDO,2150,TROT_ATTELE,9,8,GUEPARD DE MONE,B. FUSTER,J. BELLO,8,,2150,False,False,Da6a7a2a7a4a,5,76000
20250909-R2-C3-9,20250909-R2-C3,20250909,SON PARDO,2150,TROT_ATTELE,9,9,GITANO DE FELINE,M. RIERA B.,J. VAQUER M.,9,,2150,True,False,Da2a4a1a3a3a,4,75900
20250909-R2-C4-1,20250909-R2-C4,20250909,SON PARDO,2150,TROT_ATTELE,11,1,KALIU A,B. MASCARO,A. ALZAMORA,1,,2150,True,False,3a1aRa2aDa1a,4,78800
20250909-R2-C4-2,20250909-R2-C4,20250909,SON PARDO,2150,TROT_ATTELE,11,2,KALAHARI DES PONS,JU. PONS P.,G. J. PONS F.,2,,2150,False,False,DaDaDaDa3aDa,3,78600
20250909-R2-C4-3,20250909-R2-C4,20250909,SON PARDO,2150,TROT_ATTELE,11,3,KALYPSO,M. MESTRE,C. SUBIRATS,3,,2150,True,False,0a3a0a0a2a2a,2,78500
20250909-R2-C4-4,20250909-R2-C4,20250909,SON PARDO,2150,TROT_ATTELE,11,4,LEONESSA CI,J.T. VAQUER,J. VAQUER M.,4,,2150,True,False,1aDa7a4a1a6a,8,79200
20250909-R2-C4-5,20250909-R2-C4,20250909,SON PARDO,2150,TROT_ATTELE,11,5,JENTY A,J. FORTEZA R.,A. ALZAMORA,5,,2150,False,False,6a4a1a0aDa7a,6,78900
20250909-R2-C4-6,20250909-R2-C4,20250909,SON PARDO,2150,TROT_ATTELE,11,6,J'UN NUAGE STAR,P. SEBASTIA E.,F. SERVERA LL.,6,,2150,False,True,6a6a0aDa7a7a,,
20250909-R2-C4-7,20250909-R2-C4,20250909,SON PARDO,2150,TROT_ATTELE,11,7,JUMBO,A. VALLS,A. VALLS,7,,2150,True,False,6a0a5a6aDa6a,9,79400
20250909-R2-C4-8,20250909-R2-C4,20250909,SON PARDO,2150,TROT_ATTELE,11,8,LET IT BE CM,A. RIERA B.,A. RIERA B.,8,,2150,False,False,4a2a2a4a1a2a,1,78300
20250909-R2-C4-9,20250909-R2-C4,20250909,SON PARDO,2150,TROT_ATTELE,11,9,MAGGIE DURAN,J. BAUZA B.,G. ANDREU,9,,2150,False,False,2aDa1a1a1a3a,5,78900
20250909-R2-C4-10,20250909-R2-C4,20250909,SON PARDO,2150,TROT_ATTELE,11,10,JANET BLAI,B. CALVO,B. CALVO,10,,2150,False,False,0a1a6a3a2a0a,7,78900
20250909-R2-C4-11,20250909-R2-C4,20250909,SON PARDO,2150,TROT_ATTELE,11,11,KAHARAJAH A,A. ALZAMORA,A. ALZAMORA,11,,2150,False,False,3a4a3a6a4a0a,10,79400
20250909-R2-C5-1,20250909-R2-C5,20250909,SON PARDO,2150,TROT_ATTELE,12,1,HANDY DE SOLOGNE,F. BENNASAR,M. SALLERAS,1,,2150,True,False,7aDa5aDa5aDa,,
20250909-R2-C5-2,20250909-R2-C5,20250909,SON PARDO,2150,TROT_ATTELE,12,2,KELLY JEPHI,G. RIERA,G. RIERA,2,,2150,False,False,0a7a0a6a4aRa,8,80300
20250909-R2-C5-3,20250909-R2-C5,20250909,SON PARDO,2150,TROT_ATTELE,12,3,GORLANDO STEED,A. VIDAL A.,A. VIDAL A.,3,,2150,True,False,0a6a3a0a5a4a,5,80100
20250909-R2-C5-4,20250909-R2-C5,20250909,SON PARDO,2150,TROT_ATTELE,12,4,GASTON TOM,J.T. VAQUER,A. NICOLAU R.,4,,2150,False,False,6a3a2a2a4a1a,4,79900
20250909-R2-C5-5,20250909-R2-C5,20250909,SON PARDO,2150,TROT_ATTELE,12,5,LA BOMBONERA,J. FORTEZA R.,D. RODRIGUEZ R.,5,,2150,False,False,0aDa0aDaDa(24)Da,3,79800
20250909-R2-C5-6,20250909-R2-C5,20250909,SON PARDO,2150,TROT_ATTELE,12,6,LE ROI SOLEIL,J.C. ROTGER,A. PUIG R.,6,,2150,True,False,7a0aDa0aDaDa,7,80200
20250909-R2-C5-7,20250909-R2-C5,20250909,SON PARDO,2150,TROT_ATTELE,12,7,IBISCUS DE MAHEY,M. RIERA B.,J. VAQUER M.,7,,2150,False,False,2aDa6a2a2a2a,1,79000
20250909-R2-C5-8,20250909-R2-C5,20250909,SON PARDO,2150,TROT_ATTELE,12,8,KOUGLOF,A. VALLS,F. IZQUIERDO M.,8,,2150,False,False,3a0aDa0aDaDa,10,82600
20250909-R2-C5-9,20250909-R2-C5,20250909,SON PARDO,2150,TROT_ATTELE,12,9,INDEPENDENCE,J. BAUZA B.,G. ANDREU,9,,2150,False,False,7a0aDm0a3mRa,9,80300
20250909-R2-C5-10,20250909-R2-C5,20250909,SON PARDO,2150,TROT_ATTELE,12,10,KAA DE FONTAINE,JME. FLUXA,J. POCOVI,10,,2150,True,False,6a0aDa1a4a7a,,
20250909-R2-C5-11,20250909-R2-C5,20250909,SON PARDO,2150,TROT_ATTELE,12,11,HOLD UP MESSI,S. POCOVI,M. SALLERAS,11,,2150,False,False,0a1aDaDa0a0a,6,80100
20250909-R2-C5-12,20250909-R2-C5,20250909,SON PARDO,2150,TROT_ATTELE,12,12,HORNADO BELLO,M. MESTRE,C. SUBIRATS,12,,2150,False,False,3a1a5a1a2a3a,2,79100
20250909-R4-C1-1,20250909-R4-C1,20250909,VINCENNES,2175,TROT_MONTE,12,1,MINILADY DE CHOC,A. LAMY,D. JAVELLE,,,2175,False,False,Da,6,75800
20250909-R4-C1-2,20250909-R4-C1,20250909,VINCENNES,2175,TROT_MONTE,12,2,MARGUERITE,M. LELIEVRE,Mlle C. CHASSAGNE,,,2175,False,False,AmDa6aDaDa,,
20250909-R4-C1-3,20250909-R4-C1,20250909,VINCENNES,2175,TROT_MONTE,12,3,MAMAMIA DE MAKHI,Mlle E. BOUCLET,Vitale CIOTOLA,,,2175,False,True,DmDmDm8m5m,,
20250909-R4-C1-4,20250909-R4-C1,20250909,VINCENNES,2175,TROT_MONTE,12,4,MIA DU BLEQUIN,P.Y. VERVA,G. VERVA,,,2175,False,False,4mDaDmDa,,
20250909-R4-C1-5,20250909-R4-C1,20250909,VINCENNES,2175,TROT_MONTE,12,5,MIMI D'AUTHISE,A. BARRIER,J.PH. MONCLIN,,,2175,False,False,Dm2m8m1mDm,1,74700
20250909-R4-C1-6,20250909-R4-C1,20250909,VINCENNES,2175,TROT_MONTE,12,6,MISS DE BAILLE,M. MOTTIER,M. MOTTIER,,,2175,False,False,Dm2m,2,75300
20250909-R4-C1-7,20250909-R4-C1,20250909,VINCENNES,2175,TROT_MONTE,12,7,MELODIE DE FAEL,Mlle H. GODEY,B. ROUER,,,2175,False,False,1mDa6a4a8m7mDaDa5a5a,,
20250909-R4-C1-8,20250909-R4-C1,20250909,VINCENNES,2175,TROT_MONTE,12,8,MAJUSCULE,A. GENDROT,Mlle C. CHASSAGNE,,,2175,False,False,DmDm6m4m0mDm5mDm3mDm,5,75800
20250909-R4-C1-9,20250909-R4-C1,20250909,VINCENNES,2175,TROT_MONTE,12,9,MAGIE DE GUIBRAY,F. DESMIGNEUX,J. BORDAS,,,2175,False,False,2m3m5m2m6m,3,75700
20250909-R4-C1-10,20250909-R4-C1,20250909,VINCENNES,2175,TROT_MONTE,12,10,MISS NIVERNAISE,Mme T. MATHIAS-MAISONNETTE,L. LERENARD,,,2175,False,False,8aDm3m3m0aDa4a5a6a8a,7,78400
20250909-R4-C1-11,20250909-R4-C1,20250909,VINCENNES,2175,TROT_MONTE,12,11,MAYOTTE,S.E. PASQUIER,F. GHEKIERE,,,2175,False,False,4m1mDa2a8aDa4aDa,,
20250909-R4-C1-12,20250909-R4-C1,20250909,VINCENNES,2175,TROT_MONTE,12,12,MONA GALAA,G. LENAIN,G. GILLOT,,,2175,False,False,3m3m0a6m4m2m4mDm3m,4,75700
20250909-R4-C2-1,20250909-R4-C2,20250909,VINCENNES,2100,TROT_ATTELE,15,1,LA BELLE VIE,G. GELORMINI,J.PH. DUBOIS,1,,2100,True,False,Da3a1aDa4a6a9a7a(24)8a,6,72300
20250909-R4-C2-2,20250909-R4-C2,20250909,VINCENNES,2100,TROT_ATTELE,15,2,L'AUDACE,F. NIVARD,CH. MIRANDEL,2,,2100,True,False,4a8a3a6a(24)2a5a3a0a6a,7,72700
20250909-R4-C2-3,20250909-R4-C2,20250909,VINCENNES,2100,TROT_ATTELE,15,3,LOUMIA CASTELETS,B. ROCHARD,S. ROGER,3,,2100,True,False,4a1a1aDa1a8a4a(24)8a6a,3,72100
20250909-R4-C2-4,20250909-R4-C2,20250909,VINCENNES,2100,TROT_ATTELE,15,4,LUMIERE DE BAILLE,M. MOTTIER,M. MOTTIER,4,,2100,True,False,6aDaDaDmDa4a2aDa4a8a,,
20250909-R4-C2-5,20250909-R4-C2,20250909,VINCENNES,2100,TROT_ATTELE,15,5,LAISSEZ FAIRE,G. PORZIO,C. GODARD,5,,2100,True,False,1a2aDa7a9a8a(24)9a6a0a,1,71700
20250909-R4-C2-6,20250909-R4-C2,20250909,VINCENNES,2100,TROT_ATTELE,15,6,LOUNA D'OR,G.A. POU POU,M. DUPUIS,6,,2100,True,False,5a8a3a0a7a9a7a5a3a5a,8,72800
20250909-R4-C2-7,20250909-R4-C2,20250909,VINCENNES,2100,TROT_ATTELE,15,7,LADY DUCALE,V. VIEL,V. VIEL,7,,2100,False,False,4a7a7a8a0a7a(24)Da3a5a,10,73100
20250909-R4-C2-8,20250909-R4-C2,20250909,VINCENNES,2100,TROT_ATTELE,15,8,LA NUIT JE MENS,J.F. SENET,J.F. SENET,8,,2100,True,False,4a6a4a5aDa3a6aDa7a2a,9,72800
20250909-R4-C2-9,20250909-R4-C2,20250909,VINCENNES,2100,TROT_ATTELE,15,9,LEELY DE BLARY,R. LAMY,TH. LEVESQUE,9,,2100,True,False,3aDa7a1a5a(24)5a2a7aDa,12,77700
20250909-R4-C2-10,20250909-R4-C2,20250909,VINCENNES,2100,TROT_ATTELE,15,10,LAGUNA SECA,A. ABRIVARD,CH. CLIN,10,,2100,True,False,DmDa0aDaDm(24)0a9a1a1a,4,72100
20250909-R4-C2-11,20250909-R4-C2,20250909,VINCENNES,2100,TROT_ATTELE,15,11,LOVE ME BERRY,F. GUERINEAU,A. RIPOLL RIGO,11,,2100,True,False,3a6a7a3a4a8a4a5aDa2a,5,72200
20250909-R4-C2-12,20250909-R4-C2,20250909,VINCENNES,2100,TROT_ATTELE,15,12,LYA DU VIVIER,E. RAFFIN,S. ERNAULT,12,,2100,True,False,Da3a1a1aDaDaDm1a(24)Da,,
20250909-R4-C2-13,20250909-R4-C2,20250909,VINCENNES,2100,TROT_ATTELE,15,13,LISA DE PERVENCHE,M. ABRIVARD,M. ABRIVARD,13,,2100,True,False,1a1aDaDa(24)Da2a2aDa,2,72000
20250909-R4-C2-14,20250909-R4-C2,20250909,VINCENNES,2100,TROT_ATTELE,15,14,LADY D'ELFE,Mlle M. NORBERG,Mlle M. NORBERG,14,,2100,True,False,0aDaDa3aDaDa4a8a4a3a,,
20250909-R4-C2-15,20250909-R4-C2,20250909,VINCENNES,2100,TROT_ATTELE,15,15,LUDMILLA HAUFOR,CH.J. BIGEON,CH.J. BIGEON,15,,2100,True,False,7a4a2a2a9a9a4aDa(24)5a,11,73200
20250909-R4-C3-1,20250909-R4-C3,20250909,VINCENNES,2700,TROT_ATTELE,11,1,NIRVANA FASHION,F. OUVRIE,J. OFFERINGA,,,2700,True,False,3a1aDaDaDa3a1a,7,73900
20250909-R4-C3-2,20250909-R4-C3,20250909,VINCENNES,2700,TROT_ATTELE,11,2,ERGA OMNES PAR,MARCO BASILE,Vitale CIOTOLA,,,2700,False,False,8mDm0aDmDaDa4mDaDa,8,73900
20250909-R4-C3-3,20250909-R4-C3,20250909,VINCENNES,2700,TROT_ATTELE,11,3,KADECOLE DE GUERRE,M. MOTTIER,B. ROBIN,,,2700,True,False,1a0a6a2a3a1a(24)1aDaDa,2,73500
20250909-R4-C3-4,20250909-R4-C3,20250909,VINCENNES,2700,TROT_ATTELE,11,4,KEVIVE DE MAIL,CEDRIC TERRY,A. CLERIN,,,2700,True,False,8a0a4a(24)5a5a5a3a4a9a,,
20250909-R4-C3-5,20250909-R4-C3,20250909,VINCENNES,2700,TROT_ATTELE,11,5,KITTY PIYA,A. COLLETTE,CL. THOMAIN,,,2700,True,False,Da1a0a4aDa3aDa6a3a0a,6,73700
20250909-R4-C3-6,20250909-R4-C3,20250909,VINCENNES,2700,TROT_ATTELE,11,6,ELOISE GAR,A. ABRIVARD,Vitale CIOTOLA,,,2700,True,False,7a5a7a4aDa5a,10,79200
20250909-R4-C3-7,20250909-R4-C3,20250909,VINCENNES,2700,TROT_ATTELE,11,7,KALANSKA,P.Y. VERVA,V. LEBARQUE,,,2700,True,False,4a4a4a0a4a2a3aDaDa2a,5,73600
20250909-R4-C3-8,20250909-R4-C3,20250909,VINCENNES,2700,TROT_ATTELE,11,8,KELLE BELLE JASMA,E. RAFFIN,L. LAUDREN,,,2700,True,False,3a1aDa4a3a2a0a5a7a1a,4,73600
20250909-R4-C3-9,20250909-R4-C3,20250909,VINCENNES,2700,TROT_ATTELE,11,9,KAYA DU SAPTEL,B. ROCHARD,D. ALEXANDRE,,,2700,True,False,4a7a0a6a4a7a3a0a(24)4a,3,73600
20250909-R4-C3-10,20250909-R4-C3,20250909,VINCENNES,2700,TROT_ATTELE,11,10,KOSETTE DU LINON,A. LAMY,E. LAMY,,,2700,True,False,4a7aDa1a1aDa1aDa4a2a,1,73400
20250909-R4-C3-11,20250909-R4-C3,20250909,VINCENNES,2700,TROT_ATTELE,11,11,KIRENE FLASH,ET. LEFRANC,ET. LEFRANC,,,2700,True,False,3a2a2a2aDa9aDa(24)9a0a,9,74200
20250909-R4-C4-1,20250909-R4-C4,20250909,VINCENNES,2100,TROT_ATTELE,12,1,LOST DES COUPERIES,LEO ABRIVARD,LEO ABRIVARD,1,,2100,True,False,Da1a2a5a1a1a(24)1a2a5a,,
20250909-R4-C4-2,20250909-R4-C4,20250909,VINCENNES,2100,TROT_ATTELE,12,2,LAPS GEDE,A. PILLON,A. PILLON,2,,2100,True,False,2a4aDaDa8aDa3a1a6a4a,3,71200
20250909-R4-C4-3,20250909-R4-C4,20250909,VINCENNES,2100,TROT_ATTELE,12,3,LEXCELLENT DU METZ,A. ABRIVARD,L.CL. ABRIVARD,3,,2100,True,False,9a3a4a3a3a1aDaDa3aDa,2,71100
20250909-R4-C4-4,20250909-R4-C4,20250909,VINCENNES,2100,TROT_ATTELE,12,4,LOTUS DE BEYLEV,Y. LEBOURGEOIS,CH. CUILLER,4,,2100,True,False,0a2a4a7a7a1a(24)4a7a2a,8,73300
20250909-R4-C4-5,20250909-R4-C4,20250909,VINCENNES,2100,TROT_ATTELE,12,5,LUI DU DONJON,E. RAFFIN,Ch. DREUX,5,,2100,True,False,1a1a9a8a3a4a5aDa(24)2a,,
20250909-R4-C4-6,20250909-R4-C4,20250909,VINCENNES,2100,TROT_ATTELE,12,6,LORIGRE,CEDRIC TERRY,F. TERRY,6,,2100,True,False,3a3a3a2a0a0a5a0a(24)Da,4,71300
20250909-R4-C4-7,20250909-R4-C4,20250909,VINCENNES,2100,TROT_ATTELE,12,7,LE REVE D'OLMEN,CH. MARTENS,CH. MARTENS,7,,2100,True,False,1aDa2a1a3a(24)2a1aDa1a,1,71100
20250909-R4-C4-8,20250909-R4-C4,20250909,VINCENNES,2100,TROT_ATTELE,12,8,LOUIS QUATORZE,F. NIVARD,F. NIVARD,8,,2100,True,False,5aDa2a3a0a0a(24)1a4a6a,7,72000
20250909-R4-C4-9,20250909-R4-C4,20250909,VINCENNES,2100,TROT_ATTELE,12,9,LOVER JULMA,A. BARRIER,Sté. Ent. Grégory THOREL,9,,2100,True,False,Da4a0a2aDa7a(24)6a4a6a,9,88000
20250909-R4-C4-10,20250909-R4-C4,20250909,VINCENNES,2100,TROT_ATTELE,12,10,LOCO FLIGNY,A. COLLETTE,Sté. Ent. Grégory THOREL,10,,2100,True,False,6a6a4a1a3a5a4a6a(24)2a,5,71300
20250909-R4-C4-11,20250909-R4-C4,20250909,VINCENNES,2100,TROT_ATTELE,12,11,LE MIRACLE,M. ABRIVARD,J.PH. RAFFEGEAU,11,,2100,True,False,8a4a3a1a1a5a2aDa3a(24),6,71400
20250909-R4-C4-12,20250909-R4-C4,20250909,VINCENNES,2100,TROT_ATTELE,12,12,LOVING STAR,B. ROCHARD,ALEXANDRE CHEVRIER,12,,2100,True,True,4a0a2a6a(24)4a3a2a4a3a,,
20250909-R4-C5-1,20250909-R4-C5,20250909,VINCENNES,2175,TROT_ATTELE,10,1,MINUTY DU GERS,R. CONGARD,N. BAZIRE,,,2175,False,False,1aDa2a,6,74900
20250909-R4-C5-2,20250909-R4-C5,20250909,VINCENNES,2175,TROT_ATTELE,10,2,MOZART DES BORDES,L. GUINOISEAU,H. COMBOT,,,2175,False,False,5a5m5aDm1a5a7aDm5a6a,7,75700
20250909-R4-C5-3,20250909-R4-C5,20250909,VINCENNES,2175,TROT_ATTELE,10,3,MODERN STYLE,J.PH. DUBOIS,J.PH. DUBOIS,,,2175,False,False,2a3a1a4a,1,73900
20250909-R4-C5-4,20250909-R4-C5,20250909,VINCENNES,2175,TROT_ATTELE,10,4,MOONLIGHT DU RHIN,E. RAFFIN,B. GOGLIN,,,2175,False,False,2a1a3a8a3aGa,5,74900
20250909-R4-C5-5,20250909-R4-C5,20250909,VINCENNES,2175,TROT_ATTELE,10,5,MYSTERE CERIZE,M. ABRIVARD,A. DUPERCHE,,,2175,False,False,3a1a1a,4,74500
20250909-R4-C5-6,20250909-R4-C5,20250909,VINCENNES,2175,TROT_ATTELE,10,6,MY LOVE D'EVEL,A.A. CHAVATTE,A. CHAVATTE,,,2175,False,False,1a1a5a,3,74400
20250909-R4-C5-7,20250909-R4-C5,20250909,VINCENNES,2175,TROT_ATTELE,10,7,MUST PLEIN CHENE,M. LEGROS,B. MARIE,,,2175,False,False,3a2a4a2a5a9a3aDa,,
20250909-R4-C5-8,20250909-R4-C5,20250909,VINCENNES,2175,TROT_ATTELE,10,8,MILORD DU COJEUL,J.CH. PITON,J.G. VAN EECKHAUTE,,,2175,False,False,3a4a9a5a6a2a1aDa0a7a,,
20250909-R4-C5-9,20250909-R4-C5,20250909,VINCENNES,2175,TROT_ATTELE,10,9,MAMBO DU TAILLIS,A. ABRIVARD,L.CL. ABRIVARD,,,2175,False,False,1a6a1a4a9a4a,2,74000
20250909-R4-C5-10,20250909-R4-C5,20250909,VINCENNES,2175,TROT_ATTELE,10,10,MALICIOSO,F. NIVARD,P.A. RYNWALT-BOULARD,,,2175,False,False,3a5a5aDa8a4a1aDa,8,75700
20250909-R4-C6-1,20250909-R4-C6,20250909,VINCENNES,2175,TROT_MONTE,10,1,MAJOR CONQUERANT,B. ROCHARD,M. SASSIER,,,2175,False,False,,4,76600
20250909-R4-C6-2,20250909-R4-C6,20250909,VINCENNES,2175,TROT_MONTE,10,2,MAESTRO DE JILME,P.Y. VERVA,R. DESPRES,,,2175,False,False,DmDmGmDmDm,,
20250909-R4-C6-3,20250909-R4-C6,20250909,VINCENNES,2175,TROT_MONTE,10,3,MERCENAIRE D'ECHAL,D. BONNE,D. BONNE,,,2175,False,False,Dm,,
20250909-R4-C6-4,20250909-R4-C6,20250909,VINCENNES,2175,TROT_MONTE,10,4,MODELE GEMA,A. GENDROT,M. SASSIER,,,2175,False,False,Dm8m7m,5,76900
20250909-R4-C6-5,20250909-R4-C6,20250909,VINCENNES,2175,TROT_MONTE,10,5,MON LOUP,Mlle H. GODEY,B. ROUER,,,2175,False,False,Da8aDa7mDaDa,,
20250909-R4-C6-6,20250909-R4-C6,20250909,VINCENNES,2175,TROT_MONTE,10,6,MANDATED,Mlle A. BARTHELEMY,A. CLERIN,,,2175,False,False,0a9a6a6a7a2a6a8a5a4a,6,80700
20250909-R4-C6-7,20250909-R4-C6,20250909,VINCENNES,2175,TROT_MONTE,10,7,MICA DE FARCHAT,V. SAUSSAYE,A. BUISSON,,,2175,False,False,2m6aDa3m4a9aDa4a,,
20250909-R4-C6-8,20250909-R4-C6,20250909,VINCENNES,2175,TROT_MONTE,10,8,MIDNIGHT DREAM,A. LAMY,Mme M. HERLEIKSPLASS,,,2175,False,False,4m3m2m4mDa,1,75300
20250909-R4-C6-9,20250909-R4-C6,20250909,VINCENNES,2175,TROT_MONTE,10,9,MADNESS DOLCE,A. COLLETTE,CL. THOMAIN,,,2175,False,False,3m2m6a1a8a6a,3,76200
20250909-R4-C6-10,20250909-R4-C6,20250909,VINCENNES,2175,TROT_MONTE,10,10,MARVEL MESLOIS,J. MAILLARD,P. BELLOCHE,,,2175,False,False,3m4m3mDa7m(24)DaDa3a5a,2,76200
20250909-R4-C7-1,20250909-R4-C7,20250909,VINCENNES,2100,TROT_ATTELE,14,1,GRANADOS,Mlle H. LENAULT,V. VIEL,1,,2100,True,False,2a9a0a3a2a4a0a(24)0a0a,2,72200
20250909-R4-C7-2,20250909-R4-C7,20250909,VINCENNES,2100,TROT_ATTELE,14,2,HAMILTON D'ALB,Mme M. HAWAS,J.F. SENET,2,,2100,True,False,6a7a6a9a0a9a6a7a6a2a,10,72500
20250909-R4-C7-3,20250909-R4-C7,20250909,VINCENNES,2100,TROT_ATTELE,14,3,JASMIN PHIL,J.F. NOEL,F. TERRY,3,,2100,True,False,8a6aDa7a2aDa3aDa6m0a,7,72500
20250909-R4-C7-4,20250909-R4-C7,20250909,VINCENNES,2100,TROT_ATTELE,14,4,JUST D'ACADIE,Mme B. GUENET,CH. CUILLER,4,,2100,True,False,7aDaDa3aDa2a1aDa0a(24),1,72100
20250909-R4-C7-5,20250909-R4-C7,20250909,VINCENNES,2100,TROT_ATTELE,14,5,ILLARIA MADRIK,Mlle EMILIE DUPERCHE,PH. GAILLARD,5,,2100,True,False,3a6a3aDa3a2a8a6aDa(24),8,72500
20250909-R4-C7-6,20250909-R4-C7,20250909,VINCENNES,2100,TROT_ATTELE,14,6,HERA D'ESPACE,T. PERRIER,CH. PETREMENT,6,,2100,True,False,8a0a6a0a4a6a7aDa5a9a,3,72300
20250909-R4-C7-7,20250909-R4-C7,20250909,VINCENNES,2100,TROT_ATTELE,14,7,IMPERATRICE HEDEN,A. DESBOIS,Ch. DREUX,7,,2100,True,False,5a0a0aDa0a(24)6a9a4aDa,11,72500
20250909-R4-C7-8,20250909-R4-C7,20250909,VINCENNES,2100,TROT_ATTELE,14,8,ILTON DU BRAY,TH. REBUFFE,CH.A. MALLET,8,,2100,True,False,7a3a6a0a9aDm3a6a0aDa,9,72500
20250909-R4-C7-9,20250909-R4-C7,20250909,VINCENNES,2100,TROT_ATTELE,14,9,INDY DES BOTS,F. CHAPDELAINE,G. BEAUFILS,9,,2100,True,False,5a6a1a1a5a4a(24)6a1a1a,4,72400
