runner_id,race_id,date,hippodrome,distance_metres,discipline,field_size,horse_number,horse_name,jockey_name,trainer_name,draw_position,weight_kg,handicap_distance,deferre,scratch,musique,finish_position,km_time
20251006-R1-C7-4,20251006-R1-C7,20251006,ENGHIEN,2150,TROT_ATTELE,16,4,MISS BLACK BERRY,N. BAZIRE,N. BAZIRE,4,,2150,False,False,1a1aDaDa,,
20251006-R1-C7-5,20251006-R1-C7,20251006,ENGHIEN,2150,TROT_ATTELE,16,5,MOOREA DE SAUSSEAU,L. LALANDE,L. LALANDE,5,,2150,False,False,Da2aDa1a1a2aDa(24)Da,,
20251006-R1-C7-6,20251006-R1-C7,20251006,ENGHIEN,2150,TROT_ATTELE,16,6,MIRABELLE DE LARRE,A. COLLETTE,S. ROGER,6,,2150,False,False,2a4a6a2a5a5aDm7a8a2a,4,75600
20251006-R1-C7-7,20251006-R1-C7,20251006,ENGHIEN,2150,TROT_ATTELE,16,7,MANDARINA DE LOU,A. ABRIVARD,L.CL. ABRIVARD,7,,2150,False,False,3a2aDaDaDa3a1a,,
20251006-R1-C7-8,20251006-R1-C7,20251006,ENGHIEN,2150,TROT_ATTELE,16,8,MARIE OH FREDLAU,A. FAVRIS,Anthonin FAVRIS,8,,2150,False,False,Da7a4a5a1a3a3a(24)Da4a,1,74800
20251006-R1-C7-9,20251006-R1-C7,20251006,ENGHIEN,2150,TROT_ATTELE,16,9,MADONE PIYA,A. GUARATO,S. GUARATO,9,,2150,False,False,Da6a1aDa1a(24)7a2a,10,76200
20251006-R1-C7-10,20251006-R1-C7,20251006,ENGHIEN,2150,TROT_ATTELE,16,10,MOSTRA DE CHANLECY,B. ROCHARD,C. BUHIGNE,10,,2150,False,False,1a4a1a5aDa2aDa9aDa(24),3,75000
20251006-R1-C7-11,20251006-R1-C7,20251006,ENGHIEN,2150,TROT_ATTELE,16,11,MAMOUNIA SEVEN,GUILLAUME MARTIN,N. BAZIRE,11,,2150,False,False,3a1a,5,75800
20251006-R1-C7-12,20251006-R1-C7,20251006,ENGHIEN,2150,TROT_ATTELE,16,12,MOUNE VERDERIE,G. GELORMINI,J.Ch. PITON,12,,2150,False,False,3a8a6a0a7a4a4aDa,,
20251006-R1-C7-13,20251006-R1-C7,20251006,ENGHIEN,2150,TROT_ATTELE,16,13,MERIDA DU GRANIT,E. RAFFIN,J.PH. MONCLIN,13,,2150,False,False,4a3a6a2a1aDa(24)0a,6,75800
20251006-R1-C7-14,20251006-R1-C7,20251006,ENGHIEN,2150,TROT_ATTELE,16,14,MOON IN THE SKY,T. BEAUVAIS,C. BUHIGNE,14,,2150,False,False,2a3aDa3a2aDa2aDa7aDa,7,75900
20251006-R1-C7-15,20251006-R1-C7,20251006,ENGHIEN,2150,TROT_ATTELE,16,15,MAGIE MESLOISE,P. BELLOCHE,P. BELLOCHE,15,,2150,False,False,4a2a1a2a,9,76000
20251006-R1-C7-16,20251006-R1-C7,20251006,ENGHIEN,2150,TROT_ATTELE,16,16,MOUSKIE DE GUEZ,T. OUVRIE,N. BAZIRE,16,,2150,False,True,4a1aDaDa(24)DaDa2aDa,,
20251006-R1-C8-1,20251006-R1-C8,20251006,ENGHIEN,2875,TROT_ATTELE,16,1,ECLIPSE GAR,M. ABRIVARD,P.L. DESAUNETTE,,,2875,True,False,0aDaDa1a1aDa,2,74300
20251006-R1-C8-2,20251006-R1-C8,20251006,ENGHIEN,2875,TROT_ATTELE,16,2,EL BAIO,A. ABRIVARD,J. ENGWERDA,,,2875,False,False,4a2a2a3a1aDa,4,74600
20251006-R1-C8-3,20251006-R1-C8,20251006,ENGHIEN,2875,TROT_ATTELE,16,3,ECTOR ZL,D. BONNE,E. MONTAGNA,,,2875,True,False,6a3a7aDaDa5a,8,74700
20251006-R1-C8-4,20251006-R1-C8,20251006,ENGHIEN,2875,TROT_ATTELE,16,4,EGUADOR,F. NIVARD,Vitale CIOTOLA,,,2875,True,False,DaDaDaDa2a0a1a0a(24)0a,,
20251006-R1-C8-5,20251006-R1-C8,20251006,ENGHIEN,2875,TROT_ATTELE,16,5,MAN OF STEEL (GER),G. GELORMINI,Johnny WESTENBRINK,,,2875,True,False,7aDaDa2a6a0a7a,7,74700
20251006-R1-C8-6,20251006-R1-C8,20251006,ENGHIEN,2875,TROT_ATTELE,16,6,KAPITEN DU MELEUC,G.A. POU POU,G.A. POU POU,,,2875,False,False,Aa4a3a3a4a1a6a7a1aDa,,
20251006-R1-C8-7,20251006-R1-C8,20251006,ENGHIEN,2875,TROT_ATTELE,16,7,KASSKOU CLEMAXELLE,E. RAFFIN,LOIC GROUSSARD,,,2875,True,False,8a2m9a3mDaDa0aDa2a6a,5,74600
20251006-R1-C8-8,20251006-R1-C8,20251006,ENGHIEN,2875,TROT_ATTELE,16,8,KABOTIN CHENEVIERE,F. GIARD,F. GIARD,,,2875,False,False,7a6a0a0a6a0a2a1a6a1a,9,75000
20251006-R1-C8-9,20251006-R1-C8,20251006,ENGHIEN,2875,TROT_ATTELE,16,9,NOAH NEWPORT,D. THOMAIN,B.G.M. VADER,,,2875,True,False,6a4a4a0a1a0a,,
20251006-R1-C8-10,20251006-R1-C8,20251006,ENGHIEN,2875,TROT_ATTELE,16,10,TROGIR,B. ROCHARD,W. NIMCZYK,,,2875,False,False,7a1aDa2aDa1a,1,74200
20251006-R1-C8-11,20251006-R1-C8,20251006,ENGHIEN,2875,TROT_ATTELE,16,11,NEVADA LOBELL,J. VAN RIJN,J. ENGWERDA,,,2875,False,False,1a1a(24)Da7a3a2a,3,74400
20251006-R1-C8-12,20251006-R1-C8,20251006,ENGHIEN,2875,TROT_ATTELE,16,12,KING AULNAIES,F. LAGADEUC,S. ROUSSELLE,,,2875,True,False,2aDa7a3aDa1a6a3a3a4a,10,75100
20251006-R1-C8-13,20251006-R1-C8,20251006,ENGHIEN,2875,TROT_ATTELE,16,13,KADOR JOSSELYN,T. OUVRIE,N. BAZIRE,,,2875,False,False,0a9aDa(24)1a0a5a0a0a1a,11,75200
20251006-R1-C8-14,20251006-R1-C8,20251006,ENGHIEN,2875,TROT_ATTELE,16,14,KALIO DE BRAYE,GUILLAUME MARTIN,Mlle O. TOUILLET,,,2875,False,False,3a1a2a7a1a3a1a3aDa4a,6,74600
20251006-R1-C8-15,20251006-R1-C8,20251006,ENGHIEN,2875,TROT_ATTELE,16,15,KARAMBA KARACHO,M. VAN DOOYEWEERD,Mario VAN DOOYEWEERD,,,2875,True,False,2a2aDaDa2a5aDa1a1aDa,13,75300
20251006-R1-C8-16,20251006-R1-C8,20251006,ENGHIEN,2875,TROT_ATTELE,16,16,KLEMS DE JAVIE,A. COLLETTE,S. ROGER,,,2875,True,False,6a6a4a2aDa0a3aDa8a5a,12,75200
20251006-R7-C1-1,20251006-R7-C1,20251006,NANTES,2275,TROT_ATTELE,13,1,MAHORA QUEEN,A. THOMAS,E. LELIEVRE,,,2275,False,False,1a4a7aDa,7,76500
20251006-R7-C1-2,20251006-R7-C1,20251006,NANTES,2275,TROT_ATTELE,13,2,MONA DE MONTI,TH. MENARD,D. BAZIN,,,2275,False,False,9a1a4a5a7aDa,10,78000
20251006-R7-C1-3,20251006-R7-C1,20251006,NANTES,2275,TROT_ATTELE,13,3,MUSUBI DE BELLANDE,M. MOTTIER,B. GOGLIN,,,2275,False,False,8aDa2aDa2a6a5aDa,6,76500
20251006-R7-C1-4,20251006-R7-C1,20251006,NANTES,2275,TROT_ATTELE,13,4,MARIE CHANTALE,M. CHAMPENOIS,K. CHAMPENOIS,,,2275,False,False,2a5a6a3a3a0a,12,78300
20251006-R7-C1-5,20251006-R7-C1,20251006,NANTES,2275,TROT_ATTELE,13,5,MARGOTIN,R. CONGARD,N. RAIMBEAUX,,,2275,False,False,4a0a0a7a3a1a9a0a,8,76600
20251006-R7-C1-6,20251006-R7-C1,20251006,NANTES,2275,TROT_ATTELE,13,6,MIRMANDE DEL PHEDO,S. GOHIER,Olivier TOUVAIS,,,2275,False,False,1m5a5a6aDa3aDa6a,5,76300
20251006-R7-C1-7,20251006-R7-C1,20251006,NANTES,2275,TROT_ATTELE,13,7,MAGA DE BOISNEY,A. BARRIER,A. BUISSON,,,2275,False,False,3aDa2a5a7a(24)4a3a,,
20251006-R7-C1-8,20251006-R7-C1,20251006,NANTES,2275,TROT_ATTELE,13,8,MACCHIAVELLA,P. PELLEROT,P. PELLEROT,,,2275,False,False,DaDa4aDa3a4a2a4aDa6a,4,76100
20251006-R7-C1-9,20251006-R7-C1,20251006,NANTES,2275,TROT_ATTELE,13,9,MADONA DE MONGOCHY,R. MARTY,V. RAIMBAULT,,,2275,False,False,1a2a6aDa,11,78300
20251006-R7-C1-10,20251006-R7-C1,20251006,NANTES,2275,TROT_ATTELE,13,10,MISS SCARLET,E. GARNIER,E. GARNIER,,,2275,False,False,Da1aDa8a4a5a6a8a7a8a,2,75900
20251006-R7-C1-11,20251006-R7-C1,20251006,NANTES,2275,TROT_ATTELE,13,11,MIROS,ANDREA ROUSSEL,Alain ROUSSEL,,,2275,False,False,5a7a2a1aDmDa,3,76100
20251006-R7-C1-12,20251006-R7-C1,20251006,NANTES,2275,TROT_ATTELE,13,12,MELODICA BELLA,A. WIELS,J.P. MARMION,,,2275,False,False,2a1a,1,75500
20251006-R7-C1-13,20251006-R7-C1,20251006,NANTES,2275,TROT_ATTELE,13,13,MORGANE DE TOI,F. GENCE,F. GENCE,,,2275,False,False,0a2aDaDmDa(24)4m9a5a2a,9,77600
20251006-R7-C2-1,20251006-R7-C2,20251006,NANTES,2275,TROT_ATTELE,13,1,MA JOLIE BECO,M. BEZIER,M. BEZIER,,,2275,False,False,8a6a1aDa5a,,
20251006-R7-C2-2,20251006-R7-C2,20251006,NANTES,2275,TROT_ATTELE,13,2,MOONSTAR JYL,A. WIELS,H.E. BONDO,,,2275,False,False,1a4a1a3a1aDaDa,,
20251006-R7-C2-3,20251006-R7-C2,20251006,NANTES,2275,TROT_ATTELE,13,3,MANOUCHE,A. BARRIER,K. CHAMPENOIS,,,2275,False,False,0a2a0a2a,9,
20251006-R7-C2-4,20251006-R7-C2,20251006,NANTES,2275,TROT_ATTELE,13,4,MAESTRO D'IDEF,G. DONIO,M. DONIO,,,2275,False,False,5a6a7a1a5a4a5a,6,
20251006-R7-C2-5,20251006-R7-C2,20251006,NANTES,2275,TROT_ATTELE,13,5,MALICIA DU ROCHER,CL. FRECELLE,F. NIVARD,,,2275,False,False,3a0aDa6a4a2a3aDa9aDa,3,75400
20251006-R7-C2-6,20251006-R7-C2,20251006,NANTES,2275,TROT_ATTELE,13,6,MONEY DU CORTA,M. MOTTIER,M. MOTTIER,,,2275,False,False,DaDa1a(24)2a,1,75100
20251006-R7-C2-7,20251006-R7-C2,20251006,NANTES,2275,TROT_ATTELE,13,7,MAJOR D'IVY,R. HUE,Sté. Ent. R. et D. HUE,,,2275,False,False,8a1a3a3aDa5a,4,
20251006-R7-C2-8,20251006-R7-C2,20251006,NANTES,2275,TROT_ATTELE,13,8,MISS EXCELLENCE,JEROME DAVID,JEROME DAVID,,,2275,False,False,0a9a1aDa2a5aDaDaDaDa,10,
20251006-R7-C2-9,20251006-R7-C2,20251006,NANTES,2275,TROT_ATTELE,13,9,MILLESIME DI VIN,F. LECANU,B. GOGLIN,,,2275,False,False,6a2a4a8aDa4a2a7a,7,
20251006-R7-C2-10,20251006-R7-C2,20251006,NANTES,2275,TROT_ATTELE,13,10,MONNAIE COURANTE,R. MARTY,C. TRAVERT,,,2275,False,False,6a3a6a3a6a3a4aDa6aDa,2,75400
20251006-R7-C2-11,20251006-R7-C2,20251006,NANTES,2275,TROT_ATTELE,13,11,MAYBE DAIRPET,R. POJASEK,R. POJASEK,,,2275,False,False,8a1a2a3aDa,,
20251006-R7-C2-12,20251006-R7-C2,20251006,NANTES,2275,TROT_ATTELE,13,12,MASCOTTE DU STADE,S. ROUSSELLE,S. ROUSSELLE,,,2275,False,False,8a4a2a6a1a(24)7a6a,5,
20251006-R7-C2-13,20251006-R7-C2,20251006,NANTES,2275,TROT_ATTELE,13,13,MANILLE SOMOLLI,M. DUDOUIT,J.P. FICHAUX,,,2275,False,False,4a3a1a3a,8,
20251006-R7-C3-1,20251006-R7-C3,20251006,NANTES,3000,TROT_ATTELE,13,1,LE CHARLY D'YVI,R. HUE,Sté. Ent. R. et D. HUE,,,3000,True,False,Da0aDa1a1a2a,3,75900
20251006-R7-C3-2,20251006-R7-C3,20251006,NANTES,3000,TROT_ATTELE,13,2,LIZAO DU GUESCLIN,R. JOLY,R. JOLY,,,3000,True,False,DaDa1a5aDa6a6a3a0aDa,5,76000
20251006-R7-C3-3,20251006-R7-C3,20251006,NANTES,3000,TROT_ATTELE,13,3,LORNADO CODIE,A. WIELS,Y. GAUTIER,,,3000,True,False,1a1a7a3aDm5a(24)7a3a5a,,
20251006-R7-C3-4,20251006-R7-C3,20251006,NANTES,3000,TROT_ATTELE,13,4,LANCELOT D'OCTAV,S. MARMION,S. MARMION,,,3000,True,False,5a3a7a4aDa4a2a1a6a2a,7,76100
20251006-R7-C3-5,20251006-R7-C3,20251006,NANTES,3000,TROT_ATTELE,13,5,LOGAN DES PRES,M. BEZIER,M. BEZIER,,,3000,True,False,7aDa4aDa3a3aDa5a4a3a,4,76000
20251006-R7-C3-6,20251006-R7-C3,20251006,NANTES,3000,TROT_ATTELE,13,6,LEWIS GO,A. THOMAS,A. THOMAS,,,3000,True,False,5aDm5a4a4a4a1m9a(24)2a,1,75800
20251006-R7-C3-7,20251006-R7-C3,20251006,NANTES,3000,TROT_ATTELE,13,7,LE COSSE,F. GENCE,A. LEDUC,,,3000,True,False,Da3m9a0a7aDa2a5a5a1a,9,76400
20251006-R7-C3-8,20251006-R7-C3,20251006,NANTES,3000,TROT_ATTELE,13,8,LARPENT CELESTE,M. MOTTIER,S. DOUANEAU,,,3000,True,False,5m0a4a6a7a0a4a8aDm7a,2,75900
20251006-R7-C3-9,20251006-R7-C3,20251006,NANTES,3000,TROT_ATTELE,13,9,L'AMIRAL DE CHANGE,CL. FRECELLE,Y. DOCQUIN,,,3000,True,False,2a7a8a6a1a5a7a7a4a(24),8,76300
20251006-R7-C3-10,20251006-R7-C3,20251006,NANTES,3000,TROT_ATTELE,13,10,LACSAP DREAM,A. BARRIER,N. LEMETAYER,,,3000,True,False,Da1a2a3a0aDa3a8a(24)9a,6,76000
20251006-R7-C3-11,20251006-R7-C3,20251006,NANTES,3000,TROT_ATTELE,13,11,LOKY D'ANCLEMAX,G. MARIN,G. MARIN,,,3000,False,True,8a1a1a1aDa3aDa,,
20251006-R7-C3-12,20251006-R7-C3,20251006,NANTES,3000,TROT_ATTELE,13,12,LEADER BLACK,JEROME DAVID,A. PLARD,,,3000,True,False,6a7a5a5a3a2a2a5a0aDa,11,77100
20251006-R7-C3-13,20251006-R7-C3,20251006,NANTES,3000,TROT_ATTELE,13,13,LOCTON DE KERYANN,J. GASTINEAU,E.G. BLOT,,,3000,True,False,5a8a5a2a0a4a1a6a3a6a,10,76800
20251006-R7-C4-1,20251006-R7-C4,20251006,NANTES,3000,TROT_ATTELE,16,1,KING LEON,R. JAJOLET,R. JAJOLET,,,3000,True,False,9a7a4a6a6aDmDm(24)DmDm,5,74900
20251006-R7-C4-2,20251006-R7-C4,20251006,NANTES,3000,TROT_ATTELE,16,2,KINGDOM,R. JOLY,R. JOLY,,,3000,False,False,0aDa9a4a5a4a0a(24)4a2a,13,76000
20251006-R7-C4-3,20251006-R7-C4,20251006,NANTES,3000,TROT_ATTELE,16,3,KALOU DE TESS,F. GENCE,A. CLERIN,,,3000,True,False,4aAa5a0aDm7m0a7a7a9a,8,75100
20251006-R7-C4-4,20251006-R7-C4,20251006,NANTES,3000,TROT_ATTELE,16,4,KAM DEGE,M. MOTTIER,P.F. DE GRAVE,,,3000,True,False,1a1a1a9a4a(24)Da5a3a6a,,
20251006-R7-C4-5,20251006-R7-C4,20251006,NANTES,3000,TROT_ATTELE,16,5,KRACK DES VIGNES,Mme E. LEPAGE,Y.R. LE MEE,,,3000,True,False,DaDaDa5a1a3a9a0a0aDa,7,75100
20251006-R7-C4-6,20251006-R7-C4,20251006,NANTES,3000,TROT_ATTELE,16,6,KOA CHEF,R. MARTY,K. BUSNEL,,,3000,False,True,Da2aDaDaDaDaDaDaDaDa,,
20251006-R7-C4-7,20251006-R7-C4,20251006,NANTES,3000,TROT_ATTELE,16,7,KEEPER BAY,CH.A. MARY,CH.A. MARY,,,3000,True,False,6a4a7a6a8a(24)2a8a1aDa,2,74400
20251006-R7-C4-8,20251006-R7-C4,20251006,NANTES,3000,TROT_ATTELE,16,8,KOOL DE CRAON,R. CONGARD,A. CLERIN,,,3000,False,False,1a7a0a9a0aDa7a0a(24)Da,12,75800
20251006-R7-C4-9,20251006-R7-C4,20251006,NANTES,3000,TROT_ATTELE,16,9,KLASSIC DE SYVA,S. MARMION,S. MARMION,,,3025,True,False,7aDaDa8a2a6aDa2a0a(24),10,74800
20251006-R7-C4-10,20251006-R7-C4,20251006,NANTES,3000,TROT_ATTELE,16,10,KIMMAJO,F. LECANU,N. DELAMARRE,,,3025,True,False,2a1a1a1aDa7m0a(24)Da7a,6,74300
20251006-R7-C4-11,20251006-R7-C4,20251006,NANTES,3000,TROT_ATTELE,16,11,KALMIA BOSS,D. MARSAULT,D. MARSAULT,,,3025,False,False,4a7a6a2a1a2a1a(24)4a3a,4,74300
20251006-R7-C4-12,20251006-R7-C4,20251006,NANTES,3000,TROT_ATTELE,16,12,KASH MADRIK,A. MALLET,Ch. DREUX,,,3025,False,False,0a(24)7aDa1a5aDa(23)Da7a,9,74700
20251006-R7-C4-13,20251006-R7-C4,20251006,NANTES,3000,TROT_ATTELE,16,13,KARINA JOSSELYN,CL. FRECELLE,St. PROVOOST,,,3025,True,False,6a9aDa7a0a1a1a3a3a2a,3,74200
20251006-R7-C4-14,20251006-R7-C4,20251006,NANTES,3000,TROT_ATTELE,16,14,KELCANTO BELLO,A. WIELS,J.P. MARMION,,,3025,True,False,1aDaDa1a3aDa2a3a(24)Aa,1,73700
20251006-R7-C4-15,20251006-R7-C4,20251006,NANTES,3000,TROT_ATTELE,16,15,KEEPSAKE MOSSA,A. BARRIER,M. VARIN,,,3025,True,False,1a8a9a3a0a5aDaDa2a9a,,
20251006-R7-C4-16,20251006-R7-C4,20251006,NANTES,3000,TROT_ATTELE,16,16,KAROLINA DI SEMBLE,Mme A.F. DONATI MARCILLAC,Mme A.F. DONATI MARCILLAC,,,3025,False,False,8a5aDa5a4a8a5aDa6a(24),11,75100
20251006-R7-C5-1,20251006-R7-C5,20251006,NANTES,3000,TROT_ATTELE,16,1,HIDALGO HERBLINAIE,D. BARRIER,H. COMBOT,,,3000,True,False,Da0a0a9a5a9a0a0a0mDa,13,76800
20251006-R7-C5-2,20251006-R7-C5,20251006,NANTES,3000,TROT_ATTELE,16,2,IROISE DES BAULTS,A. LAIR,J.L. CARPON,,,3000,True,False,0a8a8a2aDa9a0a3a5aDm,8,75900
20251006-R7-C5-3,20251006-R7-C5,20251006,NANTES,3000,TROT_ATTELE,16,3,HINATA,S. BIZEUL,J.M. BABIN,,,3000,False,False,Dm0a0aDa0a7a3a8a8aDa,10,76300
20251006-R7-C5-4,20251006-R7-C5,20251006,NANTES,3000,TROT_ATTELE,16,4,ISIS DE CALVI,R. RUCINSKI,R. RUCINSKI,,,3000,False,False,0a9aDa6a0a9a1a5a3a8a,9,76200
20251006-R7-C5-5,20251006-R7-C5,20251006,NANTES,3000,TROT_ATTELE,16,5,HEROINE DE TALA,C. CHESNE,A. DEMISSY,,,3000,True,False,0a7m4m4a9a6m9a4a0a4a,3,75400
20251006-R7-C5-6,20251006-R7-C5,20251006,NANTES,3000,TROT_ATTELE,16,6,HORYVIL DES MOYEUX,MATTHIEU CORBIN,R. CORBIN,,,3000,True,False,8a0a4a4aDa3a7a2a2a4a,12,76600
20251006-R7-C5-7,20251006-R7-C5,20251006,NANTES,3000,TROT_ATTELE,16,7,INVISIBLE D'ISI,F. BERTHAULT,G. SORIEUX,,,3000,False,False,0a6a8a8a3a0a8a9a7aDa,11,76400
20251006-R7-C5-8,20251006-R7-C5,20251006,NANTES,3000,TROT_ATTELE,16,8,IDEAL D'ATTAQUE,TH. MARTIN,O. PICARD,,,3000,False,False,Da6aDaDaDa6aDa(24)7aDa,1,75300
20251006-R7-C5-9,20251006-R7-C5,20251006,NANTES,3000,TROT_ATTELE,16,9,HERMES DE L'ISAC,F. TOUCHARD,F. GUINE,,,3025,False,False,0a0a0a9a0aDm8m6a2a9a,7,75300
20251006-R7-C5-10,20251006-R7-C5,20251006,NANTES,3000,TROT_ATTELE,16,10,HONEY DE TOUCHYVON,Mme B. GUENET,M. VARIN,,,3025,True,False,4a2a1a7a2a4a5a7a0a(24),14,76200
20251006-R7-C5-11,20251006-R7-C5,20251006,NANTES,3000,TROT_ATTELE,16,11,HISTOIRE DE LIERRE,M. POIRIER,CH. BAZIRE,,,3025,False,False,9a0a4a0a2a1a3a1a8a0m,15,76500
20251006-R7-C5-12,20251006-R7-C5,20251006,NANTES,3000,TROT_ATTELE,16,12,IVAN DE L'ERDRE,Q. CHAMPENOIS,Y. GAUTIER,,,3025,True,False,2a1a5a2a5a0a0a4a5a(24),2,74700
20251006-R7-C5-13,20251006-R7-C5,20251006,NANTES,3000,TROT_ATTELE,16,13,HAPPY INTRIGANT,J. CANDON,A. LEDUC,,,3025,False,False,Dm9m0aDm0a0aDm2mDa5a,16,77700
20251006-R7-C5-14,20251006-R7-C5,20251006,NANTES,3000,TROT_ATTELE,16,14,HELLO KERODA,A. CANCOUET,A. DAVID,,,3025,False,False,0a2a8a4aDa4a3a4m0a(24),4,75000
20251006-R7-C5-15,20251006-R7-C5,20251006,NANTES,3000,TROT_ATTELE,16,15,FIFTY WINNER,D. BARRE,D. BARRE,,,3025,True,False,Dm0a0a7a3a9a6a7a0aDa,6,75200
20251006-R7-C5-16,20251006-R7-C5,20251006,NANTES,3000,TROT_ATTELE,16,16,HOPPELA THEPOL,D. RABILLER,P. BILLON,,,3025,False,False,Dm9a7a8a6a7a9a6a0a0a,5,75100
20251007-R2-C1-1,20251007-R2-C1,20251007,SON PARDO,2150,TROT_ATTELE,8,1,KITO TURGOT,J. RIERA S.,J. RIERA S.,1,,2150,False,False,4a5a3mDa7a2a2aDaDaDa,7,77900
20251007-R2-C1-2,20251007-R2-C1,20251007,SON PARDO,2150,TROT_ATTELE,8,2,JACK FOULONIERE,G. RIERA,G. RIERA,2,,2150,False,False,1a3a1a1a1a4a,2,75600
20251007-R2-C1-3,20251007-R2-C1,20251007,SON PARDO,2150,TROT_ATTELE,8,3,HORTENSIA MIKA,A. VALLS,M. ANDREU M.,3,,2150,False,False,2a1a2a0a2a1a,,
20251007-R2-C1-4,20251007-R2-C1,20251007,SON PARDO,2150,TROT_ATTELE,8,4,HELIOS PIERJI,J.A. RIERA,M. ANDREU M.,4,,2150,False,False,Da1a1a1a1a1a,3,75700
20251007-R2-C1-5,20251007-R2-C1,20251007,SON PARDO,2150,TROT_ATTELE,8,5,DIVIN DU VIEUXCOUR,A. VIDAL A.,A. VIDAL A.,5,,2150,False,False,5a0a6a4a4a4a,6,76200
20251007-R2-C1-6,20251007-R2-C1,20251007,SON PARDO,2150,TROT_ATTELE,8,6,KAN DURAN,B. MASCARO,O. PUIGSERVER,6,,2150,False,False,5a0a6a7a4a0a,4,76000
20251007-R2-C1-7,20251007-R2-C1,20251007,SON PARDO,2150,TROT_ATTELE,8,7,HORNADO BELLO,M. MESTRE,C. SUBIRATS,7,,2150,False,False,1aDa2a3a1a5a,1,75600
20251007-R2-C1-8,20251007-R2-C1,20251007,SON PARDO,2150,TROT_ATTELE,8,8,INSTINCT DE VETRE,A. FRONTERA,A. FRONTERA,8,,2150,True,False,4a0a0a0a5a0a,5,76000
20251007-R2-C2-1,20251007-R2-C2,20251007,SON PARDO,2650,TROT_ATTELE,9,1,KAMBALAYA BJ,A. FRONTERA,S. CONTESTI,1,,2650,False,False,7a0a0aDa5a1a,2,78000
20251007-R2-C2-2,20251007-R2-C2,20251007,SON PARDO,2650,TROT_ATTELE,9,2,MARLON GS,T. GARCIAS S.,T. GARCIAS S.,2,,2650,False,False,0a3a0a6a4a0a,8,79000
20251007-R2-C2-3,20251007-R2-C2,20251007,SON PARDO,2650,TROT_ATTELE,9,3,LORD CASH DE FONT,J. CARRERAS P.,JME. MORRO,3,,2650,False,False,3a3a5a4a7aDa,9,82000
20251007-R2-C2-4,20251007-R2-C2,20251007,SON PARDO,2650,TROT_ATTELE,9,4,KAPITA DE MANDIA,JME. FLUXA,J. POCOVI,4,,2650,True,False,4a2a3a2a4a6a,6,78200
20251007-R2-C2-5,20251007-R2-C2,20251007,SON PARDO,2650,TROT_ATTELE,9,5,MELOS DES PRES,M. MESTRE,C. SUBIRATS,5,,2650,False,False,1a3aDa1a1a0a,4,78000
20251007-R2-C2-6,20251007-R2-C2,20251007,SON PARDO,2650,TROT_ATTELE,9,6,KATARI CROWN,A. VALLS,M. VICH C.,6,,2650,False,False,7a4a5a6aDa6a,5,78200
20251007-R2-C2-7,20251007-R2-C2,20251007,SON PARDO,2650,TROT_ATTELE,9,7,KAMARAN FB,B. MASCARO,M. NADAL,7,,2650,False,False,5a1a4a4a3a2a,1,77700
20251007-R2-C2-8,20251007-R2-C2,20251007,SON PARDO,2650,TROT_ATTELE,9,8,LEAL DE LADIL,S. POCOVI,J. POCOVI,8,,2650,False,False,2a2a3a1a1a5a,3,78000
20251007-R2-C2-9,20251007-R2-C2,20251007,SON PARDO,2650,TROT_ATTELE,9,9,KARABLANCA VX,J.X. RIERA F.,A. RIERA B.,9,,2650,False,False,2a7a3a2a0aDa,7,78600
20251007-R2-C3-1,20251007-R2-C3,20251007,SON PARDO,2150,TROT_ATTELE,10,1,LLUM DE LADIL,JME. FLUXA,J. POCOVI,1,,2150,False,False,Da3aDa0a3a0a,,
20251007-R2-C3-2,20251007-R2-C3,20251007,SON PARDO,2150,TROT_ATTELE,10,2,JENTY A,A. ALZAMORA,A. ALZAMORA,2,,2150,False,False,6a6a4a1a0aDa,6,78700
20251007-R2-C3-3,20251007-R2-C3,20251007,SON PARDO,2150,TROT_ATTELE,10,3,LLEPOLIA MAR,J.A. RIERA,M. ANDREU M.,3,,2150,False,False,2a5a1a3a3a4a,3,78200
20251007-R2-C3-4,20251007-R2-C3,20251007,SON PARDO,2150,TROT_ATTELE,10,4,LITTLE VACHI,M. RIERA B.,M. VACHIANO,4,,2150,False,False,Ra1a4a2a5a0a,1,78000
20251007-R2-C3-5,20251007-R2-C3,20251007,SON PARDO,2150,TROT_ATTELE,10,5,MYSTERY,M. MESTRE,C. SUBIRATS,5,,2150,False,False,1a1a1a1a1a2a,4,78300
20251007-R2-C3-6,20251007-R2-C3,20251007,SON PARDO,2150,TROT_ATTELE,10,6,MALVASIA DES BOSC,A. FRONTERA,A. FRONTERA,6,,2150,False,False,1aDa4a3a0a2a,2,78100
20251007-R2-C3-7,20251007-R2-C3,20251007,SON PARDO,2150,TROT_ATTELE,10,7,JOSSELINE,P. ESTELRICH,J.C. ROTGER,7,,2150,False,False,4aDa7a0a4a5a,5,78500
20251007-R2-C3-8,20251007-R2-C3,20251007,SON PARDO,2150,TROT_ATTELE,10,8,KALIU A,B. MASCARO,A. ALZAMORA,8,,2150,False,False,4a3a1aRa2aDa,8,79700
20251007-R2-C3-9,20251007-R2-C3,20251007,SON PARDO,2150,TROT_ATTELE,10,9,JACKE RS,B. RIUTORT,S. BERNAT V.,9,,2150,False,False,0aRa0a(24)0a7a5a,9,82100
