place,placeoptin,rapport,cr-reunion,cr-num,cr-nb_partants,cr-Hippodrome,cr-Evt,cr-Date,cr-autostart,cr-corde,cr-etat du terrain,cr-distance,Numcheval,CoteProbable,Sexe,NbRencontre,NbBattus,SommeNbRencontre,SommeNbBattus,NumCourseJockey,QteCourseJockeyJour,SumCote5Race,MoyenneCote5Race,qteCoteCheval,ETCote5Race,SumPoids,SumIdJockey,SumidHippodrome,SumIdDeferre,SumDistance,SumAllocation,PositionIdJockey,PositionidHippodrome,PositionIdDeferre,PositionDistance,PositionAllocation,pourcentIdJockey,pourcentidHippodrome,pourcentIdDeferre,pourcentDistance,pourcentAllocation,SommeCourse,nbjourdercourse,numeroagespec,numerodistancespec,numerodeferrespec,numerosexespec,numeroagesexedistancespec,idjockeynumcoursenbrcoursespec,jockeyReussite,jockeyReussitePlusPlace,jockeyReussiteSpecialite,jockeynReussiteDistance,jockeyReussiteIdcheval,jockeyReussiteDeferre,jockeynReussiteSpecialiteDeferre,jockeyReussiteDistanceDeferre,entraineurReussite,entraineurReussitePlusPlace,entraineurReussiteSpecialite,entraineurnReussiteDistance,entraineurReussiteIdcheval,chevalReussite,chevalReussitePlusPlace,chevalReussiteSpecialite,chevalnReussiteDistance,coteprobable,gains
1,1,2.6,1,5,15,Vincennes,0,04-01-2015,0,corde à gauche,terrain bon,2.700 mètres,8,4,H,0.2222,1,0.3077,1,1,1,0.7904,0.8173,0,0.5344,0,0.6,0.5,0.4667,0.7143,0,0.8333,0.6667,0.6667,0.75,1,0.75,0.75,0.2424,0.5,1,0.7778,0.8696,0,0.0833,0.7857,0.4545,0.3684,0.0345,0,0.8733,0,0,0.75,0,0,0,0.143,0,0.143,0.1067,0.4667,0.4168,0.4445,0.4168,0.5,0.6364,0.661
0,8,0,1,7,14,Vincennes,0,04-01-2015,1,corde à gauche,terrain bon,2.100 mètres,2,5,M,0,0,0.1667,0,1,1,0.7628,0.78,0,0.333,0,0,0.4444,0.8974,0.375,0,0,0,0,0,1,0.44,0,0.225,0.2,1,0.2593,0.8077,0.8182,0.375,0.3125,0.4167,0.7097,1,0.8538,0.8987,0.8794,0.9166,0.4314,0.6689,1,0.6222,0.3545,0.9104,0.3545,0.0524,0.3481,0.5506,0.1492,0.5698,0.2,0.5455,0.6138
0,8,0,1,8,8,Vincennes,0,04-01-2015,0,corde à gauche,terrain bon,2.200 mètres,8,2,M,1,1,1,1,0,0.25,1,1,1,1,0,0.6667,1,0.7143,1,1,0,0.5,0.5,1,0,0,0,0,1,0,0.7143,0.5333,0,0,0.1429,0.1429,0.05,0.0769,0.3136,0,0.3372,0.4226,0,0.3762,0.4871,0.4965,0,0.0744,0,0.2538,0,0,0,0,1,0.875,0.9526
1,1,1.6,1,9,11,Vincennes,0,04-01-2015,0,corde à gauche,terrain bon,2.200 mètres,11,4,F,0,0,0,0,0,0,0.8761,0.8761,0,0.8814,0,0.75,0.8,1,0.5,1,0.3333,0.5,0.5,1,1,0,0,1,1,1,0,0.6933,0.375,0.1333,0,0.25,0.0625,0.28,0.4105,0,0.4015,0.259,0,1,1,1,0.2252,0.9046,0.2252,1,0.5001,0.8076,0.7729,0.8076,1,0.6364,0.02
0,8,0,2,1,14,Cordemais,0,04-01-2015,0,corde à gauche,terrain bon,2.125 mètres,2,0,F,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.8,0.8378,0.7143,0.8,0.9,0.587,0.6922,0.9492,0.6922,1,0,0.8203,0,1,0,0.0435,0,0,0,0,0,0,0,0,0.5581
0,1,0,2,2,14,Cordemais,0,04-01-2015,0,corde à gauche,terrain bon,2.125 mètres,4,0,H,1,1,1,1,0,0,0.7238,0.5397,0.4,0.4168,0,1,1,1,1,0.5,1,1,1,0,1,1,1,1,0,1,0.6364,0.5952,0.25,0.8378,0.4211,0.5455,1,0.6667,0.1639,0,0.197,1,1,1,1,1,0.2342,0,0.2342,1,1,0.4998,0.4853,0.4998,0,0,0.5405
1,1,1.6,2,3,14,Cordemais,0,04-01-2015,0,corde à gauche,terrain bon,2.125 mètres,11,0,F,0,0,0,0,1,0.75,1,1,1,1,0,0.8,0,1,1,1,1,0,0,0,0,1,0,1,0,0,0.7273,0.9956,0.375,0.2973,0.2857,0.25,0,0.6061,0.1365,0.6088,0.1365,0,1,1,1,1,0,0,0,0,1,0.5,0.4851,0.3333,0,0,0.9644
0,2,0,2,4,14,Cordemais,0,04-01-2015,0,corde à gauche,terrain bon,2.125 mètres,9,0,F,1,1,1,1,0,0.5,1,1,1,1,0,0.9231,1,0.9333,1,1,0.5,0,0,0,1,0,0,0,0,1,1,0.1589,0.375,0.3784,0.8214,0.25,1,0.4324,0.2032,0,0.2078,0.4444,0,0.2853,1,0.375,0.3785,0,0.3785,0,1,0,0,0,0,0,0.9719
0,8,0,2,6,16,Cordemais,0,04-01-2015,0,corde à gauche,terrain bon,2.825 mètres,11,0,H,0.5,1,0.6,1,1,1,0.9614,0.9696,0,0.9522,0,1,0.75,0.2188,0.5714,1,1,1,1,0.6667,1,1,1,0.3922,0.67,1,0.5926,1,0.4,0.2667,0.7333,0.8,0.8182,0.6486,0.3138,0.2977,0.4266,0.6053,1,0.2822,1,0.6472,0.4329,0.2817,0.4329,0.3334,0.3335,0.281,0.2014,0.2198,0.6667,0,0.1077
0,2,0,2,7,18,Cordemais,0,04-01-2015,0,corde à gauche,terrain bon,2.825 mètres,15,0,F,0.3333,0.6667,0.4286,0.6667,1,1,0.2755,0.5913,0,0.3651,0,0.1923,0,0.697,1,0,0.6,0,0,1,1,0.75,0.5,0.5263,1,1,0.4583,0.9417,0.3333,0.1875,0,0.375,0,0.68,0.5156,0.8087,0.619,0.8462,0.7523,0.0734,1,0.5,0.4044,0.6112,0.4044,0.4324,0.8462,0.85,0.8368,0.8412,1,0,0.5775
1,1,2,2,9,16,Cordemais,0,04-01-2015,0,corde à gauche,terrain bon,2.825 mètres,14,0,H,0.2857,0.4,0,0.4286,0,0,0.6715,0.6715,0,0.2312,0,0.8837,0.5,0.4615,1,0.7368,0.7778,0,0,1,0.4286,0.2,0,0.3333,1,0,0.5469,1,0.4,0,0.8,0.25,0.6,0.12,0.2762,0,0.2762,0.1055,0.2,0.3199,0,0.5862,0,0,0,0.0666,0.5652,0.4294,0.4403,0.3732,1,0,0.0517
1,1,2,1,1,16,Vincennes,1,05-01-2015,0,corde à gauche,terrain bon,2.850 mètres,12,5,F,0.4444,0.5,0.6207,0.5833,0,0.5,0.9429,0.9473,0,1,0,0.8529,0.5952,0.5862,1,0.6667,0.7222,0.25,0.25,1,0,0.5,0.06,0.16,1,0,0.7385,0.8235,1,0.2353,0.0714,0.25,0.8286,0,0,0.1002,0,0,0.5,0,1,0,0.1069,0,0.1069,0.3877,0.3486,0.3896,0.2798,0.3378,1,0.9932,0.332
1,1,2.9,1,2,18,Vincennes,0,05-01-2015,0,corde à gauche,terrain bon,2.700 mètres,3,5,M,1,1,1,1,1,0.75,1,1,0,1,0,0.5357,1,0.5,0.7143,0.6667,0.2727,1,1,0.25,1,0.39,1,0.43,0,1,0.9063,0.4194,0.625,0.5833,0.8,0.4,0.375,0.2917,0.3245,0.6305,0.3245,0.1223,0.3846,0.2848,0.2593,0.1303,0.122,0.6019,0.122,0.0119,0.1667,0.0154,0.0675,0.0156,0,0.5455,0
1,1,1.5,1,4,11,Vincennes,0,05-01-2015,0,corde à gauche,terrain bon,2.700 mètres,5,2,F,1,0.6667,0.9,0.8,0.5,0.75,0.9391,0.9391,0,0.8584,0,0.4348,0.75,0.8372,0.5556,1,0,0.6667,0.6667,0.3333,0,0.1039,0.5263,0,0,0,0.8378,0.8276,0.125,0.1667,0.3182,0,0.2941,0.1429,0.5259,0.7754,0.5275,0.1078,0.1099,0.2925,1,0.1296,0,0.3257,0,0,0.2297,0.3054,0.2807,0.3054,0,0.8182,0.3492
0,2,0,1,6,15,Vincennes,0,05-01-2015,0,corde à gauche,terrain bon,2.175 mètres,15,4,M,0.6,0.875,0.7826,0.9333,0,0,0.8828,0.8828,0,0.8461,0,0.5556,0.6471,1,0.25,0,0.6667,0.3333,0.3333,0,0,0.5,0.34,1,0.34,0,0.5,1,0.375,1,0.08,1,1,0.2889,0.2866,0,0.2799,0.1023,0.5,1,1,1,0.2447,0,0.2447,0.1561,0.5933,0.5448,0.5093,0.5681,0.3333,0.6364,0.404
0,8,0,1,8,7,Vincennes,0,05-01-2015,0,corde à gauche,terrain bon,2.200 mètres,6,4,F,0.25,0,0,0,0,0,0.7257,0.7257,0,0.8068,0,1,0,0.1667,0.2,0,1,0,0,0,0,1,0.16,0.2857,0,0,0.1667,0.9898,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.3727,0.7848,0.3693,0.1364,0.3334,0.3,0.2804,0.3,0,0.8462,0
0,8,0,3,2,16,Marseille,0,05-01-2015,0,corde à gauche,terrain bon,2.650 mètres,15,0,F,1,1,1,1,0,0,1,1,0,1,0,1,0,0.5714,1,1,1,0,0,1,1,1,0,0.47,1,1,0.875,0.9412,0.25,0,0.8667,0.375,0,0,0.2874,0.5935,0.496,0.4499,1,0.5647,1,1,0.4061,0.8941,0.4061,0.3333,0.6667,0,0,0,1,0,0.2045
1,1,1.6,3,3,13,Marseille,0,05-01-2015,0,corde à gauche,terrain bon,2.650 mètres,12,0,M,0.6,1,0.3333,1,0,0,1,1,0,1,0,0.6667,0,0.075,0.8889,0.6667,0.625,0,0,1,0.75,0.5,0,0.5,1,0.5,0.5854,0.996,0.75,0,0.8125,0,0.8636,0.1364,0.3279,0.7594,0.3286,0.4947,0.5,0.3966,0,0.3868,0.5118,0.8731,0.5118,0.1052,0.4286,0.3171,0.2539,0.3233,1,0,0.3214
0,2,0,3,4,16,Marseille,0,05-01-2015,0,corde à gauche,terrain bon,2.650 mètres,8,0,H,0.5,0,0.2857,0,1,0.75,0.5806,0.4314,0.6667,0.4961,0,1,0,1,0.7273,0.8,1,0,0,1,1,1,0,0.1667,1,1,0.4545,0.9526,0,0.5,0.0588,0.1429,0.4839,0.4727,0.0768,0.7378,0.0768,0.3334,1,0.0938,1,0.0771,0.3766,0.8804,0.3766,0.7067,1,0.9588,0.9452,0.9372,1,0,0.8608
0,8,0,3,5,16,Marseille,0,05-01-2015,0,corde à gauche,terrain bon,2.650 mètres,1,0,H,1,1,1,1,0,0.25,1,1,1,1,0,1,0,1,1,1,1,0,0,1,1,1,0,1,1,1,0.963,0,0.5,1,0.4667,1,0.4762,0.5385,0.5892,0.4997,0.5654,0.5244,1,0.4564,1,0.7333,0.4517,0.9938,0.4517,1,1,0.5613,0.6351,0.5613,1,0,0.965
1,1,1.5,3,6,13,Marseille,0,05-01-2015,0,corde à gauche,terrain bon,2.650 mètres,5,0,F,1,1,1,1,1,1,0.987,0.9906,0.5,0.9765,0,0.9429,0,1,1,1,0.8571,0,0,1,1,0.5,0,1,1,1,1,0.7538,0,0.375,0,0,0.88,0.2432,0.3363,0.3399,0.3365,0.1304,0.5,0.3851,1,0.2924,0,0.5184,0,0.2999,1,0.1718,0.4169,0.1776,1,0,0.4426
1,1,1.2,3,7,12,Marseille,0,05-01-2015,0,corde à gauche,terrain bon,2.650 mètres,11,0,F,1,1,1,1,0.25,0.25,1,1,1,1,0,0.8333,0,0.8571,1,1,0,0,0,0,0,0,0,0,0,0,0.8571,0.7177,0.375,1,0.8696,0.7143,0.8846,0.1163,0.023,0,0.0233,0.0706,0,0,0,0.0008,0.2043,0,0.2043,0.3274,0,0,0,0,0,0,0.961
0,8,0,1,1,18,Vincennes,0,06-01-2015,0,corde à gauche,terrain bon,2.700 mètres,16,8,F,0.8889,0.6364,0.6522,0.5333,0,1,0.6466,0.6667,0,0.4176,0,0.9184,1,0.9583,0.9,1,0.9167,1,1,1,1,0.6212,1,0,1,1,0.1379,0.932,0.4,0.1667,0.0667,0.375,0,0.5952,0.6144,0.9293,0.6149,0.556,0.625,0.366,1,0.2869,0.6423,0.8428,0.6423,1,0.3105,0.7523,0.6316,0.7776,1,0.2727,0
0,2,0,1,3,18,Vincennes,1,06-01-2015,0,corde à gauche,terrain bon,2.850 mètres,18,5,H,0.7273,0.5714,0.8846,0.7273,0.5,0.25,0.884,0.908,0,0.9028,0,0.6901,0.6154,0.8476,0.6471,1,0.4545,0.3,0.3,0.6,1,0.1818,0.1154,0.57,0.6267,1,0.7356,0.6071,1,0,0,0.6,0.5294,0,0,0.099,0,0,0.1818,0.406,1,0,0.1187,0,0.1187,0.1825,0.3923,0.4434,0.4196,0.4799,0.6191,1,0.3269
1,1,1.9,1,4,15,Vincennes,0,06-01-2015,0,corde à gauche,terrain bon,2.700 mètres,12,3,F,0.3333,0,0.3333,0,0.3333,0.25,0.8524,0.8524,0,0.7705,0,0.6154,0.4286,1,0.8,0.6667,0.25,1,1,1,0,0.4,1,1,1,0,0.6667,0.8611,0.25,0,0.1667,0.25,0,0,0,0.0978,0,0,0.4,1,1,1,0.0283,0.0441,0.0283,0.1774,1,0.5994,0.5886,0.4643,1,0.8,0.0882
0,8,0,1,6,14,Vincennes,0,06-01-2015,0,corde à gauche,terrain bon,2.700 mètres,4,5,M,0.2857,0,0.5714,0.3333,1,1,1,0.9369,1,0.983,0,0.56,0.7692,0.8519,1,1,0.3333,0.4,0.4,0.5,0,0.5,0,0.25,0,0,1,0.5294,0.25,0.3333,0.2143,0.1818,0.4118,0,0,0.373,0,0,0.5,0,1,0.1043,0,0,0,0,0.0179,0.1049,0.1803,0.1049,0,0.5833,0.4239
0,1,0,1,8,10,Vincennes,0,06-01-2015,1,corde à gauche,terrain bon,2.100 mètres,2,3,M,1,1,1,1,0.25,0.25,1,1,1,1,0,0.6,0.3333,0.5714,1,1,0.6667,0,0,1,0,0.5,0,0.2424,1,0,0.5714,0.9,0.7778,0.4615,0.7143,0.8571,0.1852,0,0,0.0971,0,0,0.5,0.1185,0.0099,0.2188,0.1423,0.0458,0.1423,0,0.5001,0.25,0.2642,0.25,1,0.625,0
0,2,0,4,1,16,Mons,0,06-01-2015,1,corde à gauche,terrain  (psf),2.300 mètres,5,0,F,0.4,0.3333,0.2727,0,0,0.8333,0.9444,0.8325,0.75,0.7158,0,0,0.7059,0.6964,0.68,0.8333,0,0,0,0,0,0.48,0.2,0,0.23,0,0.8,0.7358,0.2857,0,0.5333,0,0.2895,0.122,0,0.01,0,0,0.4706,0,0.5484,0,0.4128,0.7422,0.4128,0.3334,0.5,0,0,0,0.2222,0,0.2941
1,1,1.9,4,2,13,Mons,0,06-01-2015,1,corde à gauche,terrain  (psf),2.300 mètres,9,0,H,0.875,0.6667,0.7778,0.4444,0,0,0.7927,0.8421,0,0.7304,0,0.7273,0.6667,0.4545,0.6923,0.6667,0.5,0.2,0.2,0.25,0,0,0.34,0.48,0,0,0.8056,0.9355,0.4286,0.9474,0.7692,0.5556,0.913,0.175,0.1525,0.2934,0.1522,0.1598,0,0.2686,0.795,0.282,0.4706,0.8008,0.4706,0.6255,0.4,0.5883,0.5995,0.1721,0,0,0
1,1,2.2,4,3,13,Mons,0,06-01-2015,1,corde à gauche,terrain  (psf),2.300 mètres,3,0,H,0.6667,0.6,0.75,0.6,1,1,0.7667,0.9112,0,0.9238,0,0.8636,0.9,0.8,0.9375,1,0.7143,0.4,0.4,0.5,1,0.34,0,0.3913,0,1,0.8654,0.9493,0.75,0.2105,0.4286,0.4286,0.2105,0.1034,0.2471,0.9226,0.2465,0,0.3333,0.2615,1,0,0,0.6905,0,0,0,0.4199,0.4093,0.4728,0,0,0
0,8,0,4,4,15,Mons,0,06-01-2015,1,corde à gauche,terrain  (psf),2.850 mètres,6,0,F,1,1,1,1,1,1,0.9209,0.8419,0.6,0.846,0,0.7111,0.7895,0.7931,1,1,0.4,0,0,1,1,0.1636,0,0,1,1,0.8571,0.9221,0.25,0.3889,0.4167,0.25,0.6207,0,0,0.9264,0,0.1753,0.1694,0,0.6862,0.1428,0,0.3863,0,0,0,0,0,0,1,0,0.8478
1,1,1.5,4,5,13,Mons,0,06-01-2015,1,corde à gauche,terrain  (psf),2.300 mètres,3,0,H,0.1429,0,0,0,0.25,0.3333,0.9235,0.8725,0.4,0.8783,0,0.7742,0,0,0,0.25,0.6,0,0,0,0.6364,0.1364,0.3585,0.6667,0.283,0.78,0,0.9205,0.6154,0.1667,0.7333,0.3333,0,0,0.1636,0.2827,0.1682,0,0.1429,0.6696,1,0,0.4486,0,0.4486,0.6931,0.1111,0.5009,0.1738,0.5235,0.2856,0,0.5116
1,1,1.2,4,6,10,Mons,0,06-01-2015,1,corde à gauche,terrain  (psf),1.750 mètres,7,0,H,0,0,0,0,0.2,0.3333,1,1,0.6667,0.9919,0,0.2632,0.4583,0,0.8571,0,0,0.125,0.125,0.6667,0,0.15,0,0.3243,0,0,0,0.7778,0.7778,0.25,0.5625,0.3333,0,0.5714,0.2371,0.0592,0.236,0.1577,0.1429,0.3722,1,0,0.1728,0,0.1728,0,0,0.178,0,0.1723,0,0,0.1133
0,2,0,4,7,13,Mons,0,06-01-2015,1,corde à gauche,terrain  (psf),2.300 mètres,7,0,H,1,1,1,1,0.75,0.5,1,1,1,1,0,0.6667,1,0.6364,1,1,0.8,1,1,1,1,0.67,1,0.2424,1,1,0.7778,0.7899,0.125,0.3684,0.5625,0.5,0.4706,0.83,0.4227,0.7312,0.4227,0.2882,0.6667,0.4636,0.5294,0.2439,0.5849,0,0.5849,0.5289,1,0.25,0.2639,0.25,1,0,0.1875
0,2,0,4,8,11,Mons,0,06-01-2015,1,corde à gauche,terrain  (psf),1.750 mètres,3,0,H,0,0.25,0,0.25,1,1,0,0,0,0,0,0,0,0.2193,0.1,0,0.3889,0,0,0,0,0.7536,0.7879,0.7907,0.5,0.74,0.2041,1,0.8333,0.3214,0.7143,0.5,0.2143,1,1,1,1,0.5745,0.7529,1,1,0.3628,0.217,0.747,0.217,1,0,0.8533,0.6883,0.8309,0.5001,0,0.8
1,1,1.6,1,1,17,Cagnes,1,07-01-2015,0,corde à gauche,terrain bon,2.925 mètres,8,3,H,1,1,1,1,0,0,0.8014,0.8014,0,0.9295,0,0.8,0,0.8654,0.75,1,0.8636,0,0,0.5,1,0.67,0,0.38,0.34,1,0.6182,0.9971,0,0.2353,0.1176,0.1429,0.0811,0,0.4074,0.8422,0.4074,0.3996,0.6667,0.0261,1,0.2836,0.636,0.6981,0.636,0.6755,0.4667,0.8148,0.8646,0.8458,0.3333,1,0.8318
0,2,0,1,2,9,Cagnes,0,07-01-2015,1,corde à gauche,terrain bon,2.150 mètres,5,9,F,1,1,1,1,0,0.4,1,1,1,1,0,1,0,1,1,0,1,0,0,1,0,1,0,0,1,0,1,0.8364,0.2,0,0,0.3846,0.4706,0.875,0.7136,0,0.7086,0.5423,1,0.5506,0.5172,0.5329,0.6511,1,0.6511,1,0,0,0.0194,0,1,0.1,0.6279
0,2,0,1,3,18,Cagnes,0,07-01-2015,0,corde à gauche,terrain bon,2.925 mètres,10,3,M,1,1,1,1,0.5,0.6,1,1,1,1,0,0.7,0,0.8,0.5,1,0,0,0,0,1,0,0,0,0,1,0.8235,1,0.4,0,0.8889,0.3,0.2286,0.963,0.4891,0.915,0.5163,0.4799,0,0.2721,0.7426,0.4165,0.5303,0.9269,0.5303,0.6928,0,0,0,0,0,0.7273,0.7679
1,1,1.2,1,4,13,Cagnes,0,07-01-2015,0,corde à gauche,terrain bon,2.925 mètres,13,1,F,0.5,0.3333,0.6,0.3333,0.3333,0.4,1,1,1,1,0,0.7857,0,0.7857,1,1,0.25,0,0,1,1,0,0,0,1,1,1,0.7581,0.25,0.3846,0.9,0.125,0,0.7241,0.5145,0.6442,0.5145,0.3801,0,0.257,0.6428,0,0.5276,0.815,0.5276,0.717,0,0,0,0,1,0.9231,0.9367
0,2,0,1,5,15,Cagnes,0,07-01-2015,0,corde à gauche,terrain bon,2.925 mètres,7,4,H,0.625,0.7143,0.8333,0.8,0.3333,0.2,0.9967,0.9967,0,1,0,0.3125,0,0.4375,0.5556,1,0,0,0,0,0.3333,0.0741,0,0.2813,0.2222,0,0.9697,1,0.1667,0.3158,0.6429,0.3333,0.2424,0,0,0.5605,0,0.07,0.0834,0.1646,0.125,0.2736,0,0,0,0,0.619,0.0728,0.139,0,0.2266,0.6364,0.4028
0,8,0,1,6,15,Cagnes,0,07-01-2015,0,corde à gauche,terrain bon,2.925 mètres,6,10,H,0.5,0.8333,0.6471,0.9091,0.25,0.4,0.7444,0.7595,0,0.7935,0,0.6222,0,0.8542,0.875,0.5,0.2222,0,0,1,0.5,0.3167,0,0.3636,1,0.5,0.6944,1,0.2857,0.5263,0.0714,0.3333,0.5882,0.5526,0.401,0.3153,0.401,0.3926,0.3137,0.179,1,0.4694,0.5123,0.4395,0.5123,0.6015,0.1666,0.0413,0,0.0424,1,0.0909,0.8214
0,8,0,1,7,12,Cagnes,0,07-01-2015,0,corde à gauche,terrain bon,2.925 mètres,8,3,M,0.125,0.4286,0.0769,0.4545,0.4,0.4,0.4822,0.4875,0,0.3416,0,0.8696,0,1,0.3333,1,0.7,0,0,0.25,1,0,0,1,0.63,1,0.4286,0.9648,0.125,0.3158,0,0.0909,0.0476,0.2439,0.033,0,0.0217,0.2574,0,1,1,1,0.1189,0,0.1189,0.2611,0.5455,0.7399,0.7184,0.6943,0.625,0.7,0.7308
0,8,0,1,8,16,Cagnes,0,07-01-2015,0,corde à gauche,terrain bon,2.925 mètres,14,4,H,0.8,0.75,0.6667,0.5,1,1,1,1,1,0.9715,0,1,0,0.4262,1,1,1,0,0,1,1,1,0,0,1,1,0.6707,0.9114,0.2,0,0,0.2857,0.4375,0.7778,0.3944,0.7721,0.4798,0.1528,1,0,1,0,0.648,0.3717,0.648,0,0.1703,0.2278,0.299,0.1494,1,0.6,0.2165
0,2,0,5,2,16,Son Pardo,0,07-01-2015,1,corde à gauche,terrain  (psf),2.650 mètres,16,0,M,0.7273,0.7778,0.8485,0.8125,0,0,0.7638,0.9161,0,0.8785,0,0.8649,0,0.9375,0.7273,0.6667,0.6,0,0,0.6,0.6,0.2,0,0,0.1228,0.2048,0.9444,0.8485,0.2,0.4286,0,0.6364,0.4706,0.7,0,0,0,0,0.2,0,0.294,0.4519,0.0075,0,0.0075,0.3684,0,0,0,0,0.125,0,0.2941
0,8,0,5,3,16,Son Pardo,0,07-01-2015,1,corde à gauche,terrain  (psf),2.650 mètres,13,0,H,0,0.1429,0.4211,0.5714,0,0,0.9759,0.9639,0.6,0.9768,0,0.8333,0,1,0.5789,0.9167,0.7692,0,0,0.2,0.5,0,0,0.65,0.4366,0,1,0.953,0.1333,0.5714,0.8667,0.2857,0,0.566,0.0616,0.0674,0.0616,0,0,0.0313,0,0,0,0,0,0,0.4,0.0169,0.3478,0.0463,0.44,0,0.2333
0,2,0,5,5,12,Son Pardo,0,07-01-2015,1,corde à gauche,terrain  (psf),2.650 mètres,10,0,M,1,0.4286,0.6154,0.4,0,0,0.8825,0.8961,0.25,0.7197,0,0.4783,0,0.7589,0.7333,1,0.25,0,0,0.7778,0.9,0.5,0,0.6087,0.2903,0.5,0.9836,1,0.8571,1,0.0625,0,1,0.1017,0.1833,0.2265,0.1833,0.1827,0.5,0,0,0.1475,0,0.1991,0,0.1259,0.3334,0.3817,0.5185,0.4253,0.2839,0,0.6923
0,8,0,5,6,16,Son Pardo,0,07-01-2015,1,corde à gauche,terrain  (psf),2.150 mètres,12,0,F,1,1,1,1,1,1,1,1,1,1,0,0.6875,0,0.7143,0.6429,1,0.3333,0,0,0.3333,0,0,0,0.5,0,0,0.7143,0.363,0.25,1,0.9231,0.6,0.7727,0.7759,0.6298,0.9037,0.6298,0.6499,0,0.6,1,0.6317,1,1,1,1,0,0,0,0,0,0,0
1,1,1.4,5,7,14,Son Pardo,0,07-01-2015,1,corde à gauche,terrain  (psf),2.150 mètres,4,0,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9521,0.4,0.2222,0.6,0.1818,0.3704,0,0.1842,0.2232,0.1842,0.0836,0,0.2,0.14,0.1008,0.0833,0.7954,0.0833,0,0,0,0,0,0,0,0.986
0,8,0,5,8,12,Son Pardo,0,07-01-2015,1,corde à gauche,terrain  (psf),2.150 mètres,8,0,F,0,0.25,0.1111,0.2,0.5,0.3333,1,1,1,1,0,0.8235,0,0.7647,0.8,0.3333,0.5,0,0,0.6667,0,0,0,0.1667,0.56,0.5,1,0.9635,0.1111,0.3529,0.7143,0.3333,0.6667,0.46,0,0,0,0,0,0.4791,0,0.5119,0.0463,0,0.0463,0.1778,0,0.1848,0.196,0.1848,0.5556,0,0.9961
0,2,0,5,9,9,Son Pardo,0,07-01-2015,1,corde à gauche,terrain  (psf),1.650 mètres,6,0,M,0.4,0.6,0.4773,0.6429,0,0,0.95,0.7815,1,1,0,1,0,0.9512,0.5,0.8824,1,0,0,0.75,0.6,1,0,0.3167,0.6875,0.3939,0.9067,0.3319,0.5714,0.6471,0.5,0.2857,1,1,0.7947,0.9341,0.8072,0.6787,1,0.7639,1,0.5447,0,0.862,0,0.125,0,0.5057,0.5741,0.5057,0.6875,0,0.6731
0,8,0,1,1,17,Cagnes,1,08-01-2015,0,corde à gauche,terrain bon,2.925 mètres,10,7,M,0.875,1,0.9444,1,0,0.5,0.8105,0.7475,1,0.6644,0,1,0,0.9867,1,0,1,0,0,1,0,1,0,0.5,1,0,0.9375,0.84,0.0769,0.1176,0.1875,0.1,0.619,0.9688,0.858,0.6235,0.858,0.5953,1,0.6161,0.3846,0.8846,0.6895,1,0.6895,1,0.625,0.5565,0.7085,0.567,1,0.9259,0.5761
0,2,0,1,2,15,Cagnes,0,08-01-2015,1,corde à gauche,terrain bon,2.150 mètres,3,6,F,0,0.25,0.4545,0.5,1,0.25,1,1,0,1,0,0.7059,0,1,0.8889,0,0.1667,0,0,0.5,0,0.5,0,1,0.5,0.34,1,0,0.625,0.2222,0.25,0.6667,0.24,0.1515,0.0231,0.4377,0.0231,0.3105,0.5,1,1,1,0.7665,0.9165,0.7665,1,1,0.2486,0.2666,0.2486,0.5,0.4545,0.6579
1,1,2.3,1,4,12,Cagnes,0,08-01-2015,0,corde à gauche,terrain bon,2.925 mètres,5,6,F,1,1,1,1,0,0,0.8939,0.8939,0,0.8935,0,0.3333,0,0.8333,0.7692,1,0.25,0,0,0.1429,1,0.3867,0,0.2745,0.15,1,0.8684,0.9474,0.25,0.5789,0,0.3333,0.6977,0.1613,0.0653,0.5899,0.0651,0.0584,0.3847,0.1676,0,0.0129,0,0.357,0,0.0148,0.715,0.3132,0.3238,0.3132,0.1429,0.5,0.1682
0,2,0,1,6,15,Cagnes,0,08-01-2015,0,corde à gauche,terrain bon,2.925 mètres,7,7,H,0.4,0.8333,0.7143,0.8889,0.5,0.25,0.8622,0.8739,0,0.8208,0,0.9811,0,0,0.7273,0.5,0.9474,0,0,0.6667,0,0,0,0.3585,0,0.5,0.2444,0.9496,0.4286,0.3158,0.5882,0.4,0.3421,0.4737,0.4533,0.7154,0.4533,0.3555,0,0.5618,0.8734,0.5128,0.4515,0.6256,0.4515,0.5136,0,0.5012,0.3597,0.5012,0,0.4615,0.4746
1,1,1.8,1,7,18,Cagnes,0,08-01-2015,0,corde à gauche,terrain bon,2.925 mètres,7,5,H,0.8571,1,0.9231,1,0,0,0.9378,0.9222,0.2,0.9537,0,0.9524,0,0.9327,0.8,1,0.875,0,0,0,1,0.12,0,0,0.2,1,0.869,0.9762,0.0625,0.0714,0.5,0.5714,0.15,0.4211,0.693,0.8407,0.693,0.4399,0.1111,0.4121,0.5,0,0.5018,0.8554,0.5018,0.6051,0,0.2311,0.3273,0.2307,0.2,0.6154,0.628
