place,placeoptin,rapport,cr-reunion,cr-num,cr-nb_partants,cr-Hippodrome,cr-Evt,cr-Date,cr-autostart,cr-corde,cr-etat du terrain,cr-distance,Numcheval,CoteProbable,Sexe,NbRencontre,NbBattus,SommeNbRencontre,SommeNbBattus,NumCourseJockey,QteCourseJockeyJour,SumCote5Race,MoyenneCote5Race,qteCoteCheval,ETCote5Race,SumPoids,SumIdJockey,SumidHippodrome,SumIdDeferre,SumDistance,SumAllocation,PositionIdJockey,PositionidHippodrome,PositionIdDeferre,PositionDistance,PositionAllocation,pourcentIdJockey,pourcentidHippodrome,pourcentIdDeferre,pourcentDistance,pourcentAllocation,SommeCourse,nbjourdercourse,numeroagespec,numerodistancespec,numerodeferrespec,numerosexespec,numeroagesexedistancespec,idjockeynumcoursenbrcoursespec,jockeyReussite,jockeyReussitePlusPlace,jockeyReussiteSpecialite,jockeynReussiteDistance,jockeyReussiteIdcheval,jockeyReussiteDeferre,jockeynReussiteSpecialiteDeferre,jockeyReussiteDistanceDeferre,entraineurReussite,entraineurReussitePlusPlace,entraineurReussiteSpecialite,entraineurnReussiteDistance,entraineurReussiteIdcheval,chevalReussite,chevalReussitePlusPlace,chevalReussiteSpecialite,chevalnReussiteDistance,coteprobable,gains
0,8,0,3,4,13,Cagnes,0,22-08-2012,0,corde à gauche,terrain bon,2.925 mètres,12,2,H,0.6667,0.5,0.75,0.5,0,0,1,1,0,1,0,0.1333,0,0.8654,0.8214,1,0,0,0,0.625,1,0.43,0,0.382,0.4,1,1,0,0.125,0,0.0625,0.5455,0.1143,0,0,0,0,0,0.4286,0,0,0,0,0,0,0.1219,0.4286,0,0,0,0.4,1,0.5779
1,1,1.5,3,5,9,Cagnes,0,22-08-2012,1,corde à gauche,terrain bon,2.150 mètres,7,0,M,0,0,0,0,0,0,1,1,0,1,0,0.3684,0,1,1,1,0.1667,0,0,1,1,0.7,0,0.2778,1,1,1,0,0,0.2353,0,0,0.0333,0,0,0,0,0,0.7,0.2522,0,0.5702,0,0,0,0,0.1747,0,0.0121,0,1,0,0.2336
1,1,1.5,3,6,11,Cagnes,0,22-08-2012,0,corde à gauche,terrain bon,2.925 mètres,7,0,F,0.75,0.6667,0.9167,0.875,0,0,1,1,0,1,0,0.8218,0,0.7222,1,1,0.6765,0,0,0.9,1,0,0,0.5476,0,1,1,0,0.1538,0.25,0,0.625,0.4444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5412,0.862,0.4719,0,0,0.9051
1,1,1.4,3,8,10,Cagnes,0,22-08-2012,0,corde à gauche,terrain bon,2.925 mètres,6,0,M,0,0,0,0,0.5,0.5,0.8363,0.8363,0,0.8564,0,0.4,0,0.2857,0.5,0,0.3333,0,0,0,0,0.175,0,0.2,0,0,0.5,1,0.1111,0.4,0,0,0,0,0.1344,0,0.1344,0,0.1668,0,1,0,0,0,0,0.2189,0,0,0,0,0,0,0.905
0,2,0,2,1,12,Mauquenchy,0,23-08-2012,0,corde à gauche,terrain bon,2.225 mètres,8,2,F,0,0,0,0,0,0.6,1,1,1,1,0,0.5556,1,0.5,1,1,0,0,0,1,1,0,0,0,1,1,1,0.8333,0,0.3478,0.7,0.4286,1,0,0,0.8431,0,0.2093,0,0,1,0,0.3696,0.2495,0.3696,0.6,0,0,0,0,1,0.8182,0
1,1,1.2,2,2,14,Mauquenchy,0,23-08-2012,0,corde à gauche,terrain bon,2.850 mètres,13,2,F,0,0,0,0,0,0.6,1,1,0.3333,1,0,0.875,1,1,0.8,1,0.6,1,1,0.6667,1,0,1,0,0,1,1,0.8913,0.25,0.1111,0,0.125,0.32,0.2,0,0.8226,0,0.001,0,0,1,0,0.0264,0,0.0264,0,0,0,0,0,0,0.8667,0.8974
1,1,2.2,2,3,16,Mauquenchy,0,23-08-2012,0,corde à gauche,terrain bon,2.850 mètres,9,6,F,0,0,0,0,0,1,0.7136,0.7787,0,0.8696,0,0.8889,1,1,0.5714,0,0.6667,0,0,1,0,0,0,0.8857,1,0,0.55,0.9524,0.375,0.3125,0.125,0.25,0.3684,0.25,0.363,0,0.3994,0.579,0,0.1665,1,0.2,0.2321,0.6675,0.2321,0,0.0999,0.4868,0.4462,0.4296,1,0.4,0.5159
1,1,1.4,2,4,13,Mauquenchy,0,23-08-2012,0,corde à gauche,terrain bon,2.850 mètres,10,3,M,1,1,1,1,0.5,0.8,0.9784,1,0,0.9676,0,0.8421,0,0.8641,1,1,0.55,0,0,1,1,0,0.67,0,1,1,0.8764,0.9531,0.1429,0.2143,0,0,0,0.5676,0.3877,0.9413,0.3774,0.0523,0,0.4783,0,0,0.1688,0.8055,0.1688,0.2913,0,0,0,0,1,0.75,0.5097
1,1,2.2,2,5,14,Mauquenchy,0,23-08-2012,0,corde à gauche,terrain bon,2.850 mètres,14,5,M,0.5,0.5,0.6667,0.6667,0.3333,0.6,1,1,0.3333,0.952,0,0.9535,1,0.6744,1,1,1,1,1,1,1,1,1,0.2,1,1,0.8214,0.8095,0.125,0,0.75,0.4444,0.2222,0.2564,0,0.8316,0,0.0643,1,0,1,0.315,0,0,0,0,0.3456,0.3513,0.3228,0.3632,1,0.5455,0.4035
1,1,2,2,7,14,Mauquenchy,0,23-08-2012,0,corde à gauche,terrain bon,2.850 mètres,13,3,M,1,1,1,1,0.6,0.6,1,0.9221,1,0.9593,0,1,1,0.7619,0.75,1,1,1,1,0,1,1,1,0,0,1,1,0.8276,0.25,0.1111,0,0.5,0.1379,0.425,0.2777,0.5569,0.3476,0.3482,1,0.0527,0,0.1719,0.1293,0.5862,0.1293,0.3333,0.4,0,0.0678,0,0,0.6667,0.3333
0,8,0,2,8,16,Mauquenchy,0,23-08-2012,0,corde à gauche,terrain bon,2.850 mètres,8,4,F,0.5,0,0.5,0,0,0,0.5649,0.7839,0,0.5864,0,0.6875,0.5,0,0.8889,0.4118,0.5882,0,0,0.6667,0.125,0.125,0,0.4783,0.34,0,0.2281,0.9608,0.6923,0.1765,0.625,0,0.8696,0.2917,0.2868,0.0577,0.2868,0.6667,0.125,0.4246,0.2079,0.6667,0.3446,0.795,0.3446,0.1667,0.25,0.3435,0.0669,0.3456,0.3334,0.6364,0.5979
1,1,2.3,4,1,16,Cabourg,0,24-08-2012,0,corde à droite,terrain bon,2.850 mètres,8,5,M,0.8,1,0.8,1,0,1,0.381,0.5017,0.25,0.2441,0,1,0.5,0.9412,1,1,1,1,1,1,1,1,1,0.1667,1,1,0.6875,0.8276,0.1429,0.3077,0.3182,0.1111,0.4,0.36,0.7271,0.706,0.7022,1,1,0.318,1,1,0.3966,0.7938,0.3966,0.8333,0.5,0.1137,0.0988,0.061,1,0.5833,0.6168
1,1,2.2,4,2,14,Cabourg,1,24-08-2012,0,corde à droite,terrain bon,2.850 mètres,10,14,M,1,0,1,0,0,1,0.897,0.9144,0.25,0.8489,0,0.28,0.5,1,0.4545,0.8333,0.2778,0.6667,0.6667,0.5,1,0.3333,0.8,0,0.6212,1,0.7975,0.5714,0.2222,0.1875,0,0.3,0,0.0968,0.0772,0.8308,0.0487,0.2759,0.338,0,0.3571,0,0.1806,0.1791,0.1806,0.4511,0.6,0.4862,0.5005,0.5455,0.625,0.7632,0
0,2,0,4,4,14,Cabourg,0,24-08-2012,0,corde à droite,terrain bon,2.850 mètres,7,12,M,1,1,1,1,0.5,0,0.979,1,0.75,0.8876,0,1,1,0.8286,0.25,1,1,1,1,0,1,1,1,0.2969,0.34,1,0.3333,0.8864,0.25,0.0714,0.0714,0,0.4118,0.1081,0.1524,0.2426,0.1812,0.1095,1,0.0126,0.7222,0.3306,0.3684,0.9066,0.3684,0.3334,1,0.6061,0.5239,0.6162,0.3333,0.0769,0.9706
0,8,0,4,5,16,Cabourg,0,24-08-2012,0,corde à droite,terrain bon,2.850 mètres,14,10,M,1,1,1,1,1,1,0.9788,1,0,0.9968,0,0.4737,0,0.9048,0.875,1,0,0,0,0.6667,1,0.3,0,0,0,1,0.6471,0.9528,0,0,0.2667,0.7143,0,0.6111,0.4682,0.9263,0.4794,0.8872,0.3,0.3102,1,0.3437,0.3938,0.4735,0.3938,0.1498,0,0,0,0,0,0,0.7224
1,1,2,4,7,12,Cabourg,0,24-08-2012,0,corde à droite,terrain bon,2.850 mètres,8,3,M,0,0,0,0,0.6667,0.6667,1,1,1,1,0,0.6364,0,0.7,0.5,0,0.5,0,0,0,0,0.5,0.5,0.625,0,0,0.8889,1,0,0,0.5714,0,0.16,0.4038,0.0897,0.6005,0.0897,0,0.5,0.6622,0.2651,0,0.0499,0.2859,0.0499,0.2815,0,0.3572,0.3572,0.3572,0,0.7692,0.7342
1,1,1.4,2,2,13,Vincennes,0,25-08-2012,0,corde à gauche,terrain bon,2.700 mètres,13,2,H,0.3333,0,0.3333,0,0,0,0.5452,0.6361,0,0.2941,0,1,0,0.2857,0.4444,0,1,0,0,1,0,1,0,0.49,1,0.27,0.4667,0.2667,0,0.0833,0,0.4444,0.3529,0.303,0.4832,0.4907,1,1,1,0.6297,1,1,0.0582,0,0.0582,0.303,0.0666,0.4159,0.2762,0.4117,1,0.8333,0
0,2,0,2,3,10,Vincennes,0,25-08-2012,0,corde à gauche,terrain bon,2.700 mètres,9,0,F,1,1,1,1,0,0.8333,0.9293,0.9353,0,0.7762,0,1,0.95,0.7692,1,0,1,0.6667,0.6667,1,0,1,0,0.3165,1,0,0.9412,0.8824,0.2222,0,0.3846,0.25,0.5,0,0,0.6739,0,0,1,0.2395,1,0.0362,0.465,0.2027,0.465,0.9022,0.4923,0.3884,0.4013,0.4004,1,1,0.2557
0,2,0,2,4,15,Vincennes,0,25-08-2012,0,corde à gauche,terrain bon,2.700 mètres,3,4,F,1,1,1,1,0,0.8333,1,1,0,0.9701,0,0.8519,1,1,0.8333,1,0.875,1,1,0.6667,1,0.75,1,1,0,1,0.8333,0,0.625,0.5833,0.3,0.5,0.75,0.7407,0,0.8284,0,0,0.75,1,1,1,0.0789,0,0.0789,0.2901,0.6667,0.0917,0.0837,0.077,0,0.6923,0.8382
1,1,1.4,2,5,9,Vincennes,0,25-08-2012,0,corde à gauche,terrain bon,2.700 mètres,3,3,M,0,1,0,1,0.5,0,1,1,0.5,0.983,0,0.4348,0.7917,0.8947,0.8333,0.8,0.2609,0.8182,0.8182,0.8333,0.6667,0.1333,0.2982,0.4,0.2424,0,0.6829,0.9637,0.75,0.5833,0.2857,0.3846,0.35,0,0,0.0862,0,0.3536,0.1283,0,0.033,0.4765,0,0.2993,0,0.3525,0.5238,0.1475,0.0835,0.0875,0.25,0.7,0
0,2,0,2,7,13,Vincennes,0,25-08-2012,0,corde à gauche,terrain bon,2.700 mètres,12,3,M,0,0,0,0,0.3333,0.6667,0.966,0.9462,0.6,0.988,0,1,1,0.6154,0.3333,0,1,0,0,0,0,1,0,0.4,0,0,0.7143,0.8837,0.4,0,0.8125,0.4286,0.6842,0.1852,0.1633,0.5831,0.1661,0.2986,1,0.1057,0.3518,0.2507,0,0,0,0,0,0.1,0.1085,0.1,0,0.75,0.7292
0,8,0,2,9,16,Vincennes,0,25-08-2012,0,corde à gauche,terrain bon,2.850 mètres,13,4,H,1,1,1,1,0,0,0.2026,0.5256,0,0.3267,0,0.8065,0.6364,0.4651,0.75,0.7778,0.9048,1,1,0.8333,1,0.67,1,0.3833,0.34,1,0.7079,0.381,0,0.1765,0.8,0.4444,0,1,0.5651,0.873,0.5651,1,0.6667,0.4501,1,1,0.8385,0.5827,0.8385,0.8182,0.5715,0.0621,0.2275,0.087,0.3334,0.6923,0.1118
1,1,1.7,5,10,10,Bergsaker,0,25-08-2012,1,corde à gauche,terrain  (psf),2.140 mètres,1,0,M,1,1,1,1,0,0,0,0.0897,0,0.4578,0,1,1,0.7097,1,0,1,1,1,1,0,0,1,0.9767,0.0732,0,0.5366,0.1667,0.875,0.25,0.5,1,0,0,0.0863,0.4182,0.0863,0.371,0,0.1446,1,0.4289,0.4546,0.6884,0.4546,0.6,0,0.5681,0.5634,0.5789,0.056,0,1
1,1,2.4,1,1,15,Vincennes,1,27-08-2012,0,corde à gauche,terrain bon,2.850 mètres,9,10,F,1,1,1,1,0,1,0.8188,0.8912,0,0.963,0,0.8056,0.8333,0.619,0.6667,1,0.8,1,1,0.75,0,0.3636,1,0.5625,0.67,0,0.8387,0.3016,0.375,0.125,0.6667,0.25,0.2632,0.4324,0.318,0.6453,0.3041,0.1731,0.3571,0.2259,1,0.1339,0,0.5369,0,0.3016,0.7539,0.5785,0.6037,0.5455,0.6667,0.9298,0.9082
1,1,2.2,1,2,12,Vincennes,0,27-08-2012,0,corde à gauche,terrain bon,2.700 mètres,5,4,F,0,0.5,0,0.5,0,0,1,1,0.5,0.9975,0,0.8571,1,0.0476,1,0,0.6667,1,1,1,0,0,1,0.6,1,0,0.2308,1,0,0.1667,0.6154,0,0.2,0.28,0.455,0.1548,0.4848,0.2079,0,0.3331,0.5,0.3118,0.5984,0.5259,0.5984,0.52,0.3181,0.5135,0.4396,0.5946,1,0.6,0.4667
1,1,1.6,1,4,15,Vincennes,0,27-08-2012,0,corde à gauche,terrain bon,2.700 mètres,14,3,F,1,1,1,1,0.6667,0.8,1,1,1,1,0,0.6667,1,0.8,0.5,0,0.3333,0,0,0,0,0,0,0,0,0,1,0.7037,0.4,0.25,0.9091,0.125,0.5,0,0,0.6813,0,0,0,0,0,0.0439,0,0,0,0.5726,1,0,0,0,0,0.7692,0
1,1,1.5,1,8,10,Vincennes,0,27-08-2012,0,corde à gauche,terrain bon,2.175 mètres,10,2,M,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.9521,0.1905,0,1,0.5714,0,0.3529,0.367,0.2439,0.367,0.625,0,0.2153,0,0.8421,0,0.6564,0,0.55,0,0,0,0,0,0.7778,0
1,1,1.6,4,3,15,Avenches,0,28-08-2012,1,corde à gauche,terrain  (psf),1.900 mètres,7,0,H,0.5,0.2,0.7143,0.6,0,0.75,0.9105,0.9532,0,0.9122,0,0.2121,0.2632,0.9167,0,0,0.2353,0.0833,0.0833,0,0,0.5,0.48,0.3956,0,0,0.96,0.087,0.1429,0.3333,0.125,0.1429,0.24,0.4355,0.2819,0.7518,0.2821,0.2857,0.5,0.6308,0.4643,0.2,0.4462,0.4345,0.4462,0.2,0.2727,0.2129,0.339,0.2711,0,0,0.3214
1,1,2.6,4,4,15,Avenches,0,28-08-2012,1,corde à gauche,terrain  (psf),1.900 mètres,2,0,H,1,1,1,1,0,0.5,0.9555,0.9555,0,0.9318,0,0.9189,0.9167,0.8897,1,0,0.9412,0.9333,0.9333,1,0,0.67,0.3538,0.3167,1,0,0.0263,0.8436,0.0455,0.5556,0.7143,0.7778,0.84,0.1228,0.4051,0.7431,0.4051,0.7,0.6667,0.4763,1,1,0.4419,0.6509,0.4419,0.4167,0.1666,0.8588,0.7181,0.8132,1,0,0.1101
1,1,2.3,4,5,14,Avenches,0,28-08-2012,1,corde à gauche,terrain  (psf),2.750 mètres,10,0,H,1,1,1,1,0,0.5,0.5722,0.6956,0,0.2815,0,0.9804,0.9667,0.7174,0.6,0,0.9737,0.9535,0.9535,1,0,0.4098,0.3056,0.4894,1,0,0.3889,0.9529,0.5789,0.5455,0.0625,0.6364,0,0.5745,0.6986,0.851,0.6986,0.5,0.4118,0.0637,1,1,0.2705,0.6509,0.2705,0,0.25,0.758,0.7238,0.7753,1,0,0.0188
1,1,2.1,4,6,15,Avenches,0,28-08-2012,1,corde à gauche,terrain  (psf),1.900 mètres,6,0,F,0.5,0.4,0.6667,0.5,0.5,0.75,0.8012,0.8316,0.25,0.8142,0,0,0,0.0682,0,0,0,0,0,0,0,0,0.0385,0.6667,0.67,0,0.1194,0.9583,0.5,0.3333,0.2222,0,0.4634,0.52,0.4074,0.8112,0.4074,0.4286,0,0.6749,0.4622,0.7143,0.6498,0.7141,0.6498,0.7916,0,0.076,0,0.1008,0.6667,0,0
0,1,0,4,7,14,Avenches,0,28-08-2012,1,corde à gauche,terrain  (psf),1.900 mètres,1,0,H,1,0.5,1,0.7273,0,0,1,0.9882,0.5,0.9104,0,0.7273,0.9818,1,0.75,0,0.3043,0.5263,0.5263,0,0,0,0,0,0,0,1,0,0.6364,0.9091,0,1,0.4681,0.4634,0,0.1874,0,0.5238,0,0,1,0,0.3582,0.0256,0.3582,0.1666,0,0,0,0,0,0,0.9481
1,1,1.6,4,8,14,Avenches,0,28-08-2012,1,corde à gauche,terrain  (psf),1.900 mètres,12,0,H,0.6,0.75,0.8333,0.8571,0,0,0.9549,0.9719,0,0.9811,0,0.7609,0.8113,0.8667,0.75,0,0.4667,0.3333,0.3333,0.5,0,0,0,0,0,0,0.871,1,0.2222,0.9091,0.8125,0.5,0.5833,0,0.1032,0.6981,0.1032,0.1112,0,0.2079,0.9347,0.1428,0,0.2591,0,0.0477,0,0,0,0,0,0,0.6882
1,1,2.4,2,1,13,Vincennes,0,29-08-2012,0,corde à gauche,terrain dur,2.700 mètres,6,9,M,1,1,1,1,0,1,0.8436,0.8238,0.2,0.8621,0,0.9167,0.9167,0.9565,0,0.8,0.8,1,1,0.5,1,0,1,0,0.67,1,0.4286,1,0.125,0.0833,0,0.1429,0.1875,0,0.3561,0.5886,0.3623,0.3717,0,0.5398,0,0.2978,0,0.7269,0,0,0.1,0.6457,0.6084,0.6317,0.6667,0.25,0.6936
0,1,0,2,2,12,Vincennes,0,29-08-2012,0,corde à gauche,terrain dur,2.700 mètres,11,3,M,0,0,0,0,1,0.4,0.9201,0.8987,0.5,0.9291,0,0.9429,0.9,0,0.8333,0.8,0.8333,1,1,1,1,0.5,1,0.5918,1,1,0.6563,0.5909,0.375,0,0.6875,0,0.2632,0.1282,0.0344,0.1474,0.0457,0.0569,0.5,0.2941,0.5,0.3735,0.5797,0.7652,0.5797,0.6777,0.3334,0.4778,0.4297,0.4778,1,0.8,1
1,1,1.4,2,3,9,Vincennes,0,29-08-2012,0,corde à gauche,terrain dur,2.700 mètres,7,4,M,1,1,1,1,1,1,1,1,0,0.9869,0,0.8571,0.7143,1,1,1,0.6667,0.5,0.5,1,1,0.4359,0,0.3676,1,1,1,0.32,0,0.3333,0.125,0,0.25,0.9286,0.7373,1,0.7556,0.6485,0.4285,0,1,0,0,0,0,0.1616,0.5714,0.125,0.1386,0.125,1,0.6667,0
0,8,0,2,5,11,Vincennes,0,29-08-2012,0,corde à gauche,terrain dur,2.700 mètres,9,6,F,0.3333,0.4,0.4167,0.5714,0.5,0.8,0.4532,0.4532,0,0.5167,0,0.6316,0.4667,0.6552,0.5,0.5,0.5556,0.25,0.25,0.4,0,0.56,0.6364,0.5,0.4,0.34,0.375,0.8966,0.375,0,0.2667,0.25,0.0667,0.4286,0,0.8462,0,0.5195,0.5556,0.2193,1,0.5973,0.3659,0,0.3659,0.5584,0.475,0.661,0.638,0.647,0.4,0.5,0.4458
0,8,0,2,7,16,Vincennes,0,29-08-2012,0,corde à gauche,terrain dur,2.875 mètres,11,4,M,0,0.3333,0.0909,0.3333,0.25,0.4,0.9737,0.9737,0,0.91,0,0.9524,0.1364,0.5455,0.5,0.4167,1,0,0,0,0.1429,1,0.3333,0.3939,0,0.25,0.2105,0,0.375,0.1765,0.0625,0.1818,0.6,0,0.0462,0.147,0.0567,0.0981,1,0.032,0.6429,0.1275,0.7607,0.7177,0.7607,0.6241,0.7142,0.1618,0.0863,0.1681,0,0.6667,0
0,8,0,2,9,13,Vincennes,0,29-08-2012,1,corde à gauche,terrain dur,2.100 mètres,8,0,F,1,1,1,1,0,0,0.4635,0.7189,0,0.2393,0,0.9231,1,0.8125,0.875,0.5714,0.9167,0.75,0.75,0.5,0,0.5,0,0,0,0,1,0.8125,0,0.375,0,0.1429,0.28,0.6818,0.7901,0.8909,0.7912,0,0.5,0.7786,0.4167,0,0,0.4072,0,0,0,0.4374,0.6615,0.5183,0,1,0.9898
1,1,1.3,2,2,8,Vincennes,0,30-08-2012,0,corde à gauche,terrain bon,2.700 mètres,7,3,F,0,0,0,0,0,0.25,1,1,1,1,0,0.8,1,0.2,1,1,0.4,1,1,1,0,0,1,0,1,0,1,1,0.1,0.2727,0.6429,0.125,0,0,0,0,0,0.0202,0,0,0,0.0516,0.218,0.0411,0.218,0.3703,0,0,0,0,1,0.7,0.2885
0,2,0,2,3,13,Vincennes,0,30-08-2012,0,corde à gauche,terrain bon,2.700 mètres,13,0,M,0,0,0.625,0.55,1,1,1,1,0,1,0,0.8077,0.5789,0.8148,1,0.8,0.6667,0.4545,0.4545,0.75,0.75,0.17,0.5789,0.6,0,0.34,0.7826,0.3728,0.25,0.0833,0.1875,0.6667,0.0588,1,0.4137,0.9666,0.4137,0.6268,0.1667,0.2639,1,0.5635,0.3287,0,0.3287,0,0,0.21,0.1669,0.2039,0,1,0
1,1,1.6,2,5,14,Vincennes,0,30-08-2012,0,corde à gauche,terrain bon,2.700 mètres,10,3,M,0,0,0,0,0,0,1,1,1,1,0,1,1,0.9231,0.6667,1,1,1,1,0.5,1,1,1,0,0,1,0.9375,0.68,0.4,0,0.8,0.5,0.1053,0.2,0.3056,0,0.3213,0.004,1,0.3955,0.0277,0.1277,0.2901,0.8265,0.2901,0,0,0,0,0,0,0.7692,0.3702
1,1,1.5,2,7,11,Vincennes,0,30-08-2012,0,corde à gauche,terrain bon,2.175 mètres,8,4,F,0,0,0,0,0.25,0.25,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0.5,0,0,0,0.5909,0.1765,0.3421,0.6842,0,0.25,0.1538,0,0,0,0.1668,1,0,0.143,0.3152,0,0,0,0,0,0.5,0.495,0.5,0,0.4286,0.8736
1,1,2.7,2,8,16,Vincennes,0,30-08-2012,0,corde à gauche,terrain bon,2.850 mètres,12,12,H,0,0,0,0.6667,0,0,0.3286,0.4691,0,0.1474,0,0.9545,0,0.8132,0.8095,1,0.9333,0.5556,0.5556,1,1,0,0.725,0.5345,1,1,0.726,0.1765,0.1667,0.2353,0.1176,0.5714,0.3571,0.6136,0.6972,0.9525,0.6987,0,0,0.6096,1,0,0.5619,0.6687,0.5619,0.7074,0.8,0.9946,1,0.8096,1,0.1429,0.5771
1,1,1.1,3,1,12,Vincennes,0,31-08-2012,1,corde à gauche,terrain bon,2.100 mètres,5,3,H,0.6667,0.5,0.75,0.6667,0,0.5,0.9579,0.9579,0,0.9642,0,0.2703,0.9545,0.871,1,0.5,0,0.8333,0.8333,1,0,0.1061,0,0,1,0,0.8605,1,0,0,0,0.3636,0.3182,0.5,0.794,0.9422,0.6223,1,0.1111,0.399,0.2572,1,0.6183,0.748,0.6183,0.6601,0,0,0,0,1,0.7692,0.6454
0,8,0,3,2,17,Vincennes,1,31-08-2012,0,corde à gauche,terrain bon,2.850 mètres,15,3,H,1,1,1,1,1,0,0.8969,0.9112,0,0.8184,0,0.9714,0.8421,0.8485,0,0,1,1,1,0,1,1,1,0.6,0.67,1,0.8378,0.902,0.25,0.1765,0.0667,0.4444,0,0.2333,0.2151,0.244,0.2728,0.446,1,0.0943,0.8333,0.4712,0,0.6564,0,0.6235,0.4,0.2611,0.3214,0.2681,0.6667,1,0.4244
0,8,0,3,4,15,Vincennes,0,31-08-2012,0,corde à gauche,terrain bon,2.850 mètres,8,6,H,1,1,1,1,0.6667,0.75,0.7677,0.7727,0,0.6949,0,0.8636,0.9167,0,0.4,0.5,0.8889,0.5,0.5,0,0,0.5,0,0.5625,0.34,0,0,0.898,0,0.2222,0.625,0.4545,0.3793,0.5926,0.632,0.6545,0.6236,0.7827,0.5001,0.6296,0.4349,0.8116,0.459,0.9233,0.459,0.5218,0.6062,0.7568,0.7251,0.7568,0.3333,0.5,0.8613
0,2,0,3,5,11,Vincennes,0,31-08-2012,1,corde à gauche,terrain bon,2.100 mètres,7,9,M,1,1,1,1,0.5,0.5,0.9524,0.9524,0,1,0,0.7857,0.8333,0.5714,0.6667,0.8,0.3333,1,1,1,1,0.34,1,0.58,1,1,1,0,0.1,0.3846,0.6154,0,0,0.5556,0.7657,0.7524,0.7582,1,0.3333,0.7357,0,0.7746,0.2519,0.8183,0.2519,0.5,0.5715,0.1888,0.1997,0.1888,1,0.3077,0
1,1,1.4,3,7,9,Vincennes,0,31-08-2012,0,corde à gauche,terrain bon,2.850 mètres,5,3,F,0,0,0,0,0,0,1,1,1,1,0,0.8333,1,1,0.6667,1,0.3333,1,1,0,0,0,1,0,0,0,1,0.9706,0.2,0.2857,0,0,0.0909,0,0.3905,0,0.3297,0.2283,0,0.2293,1,0,0,0,0,0,0,0,0,0,0,0.7,0.5476
0,2,0,4,1,14,Gelsenkirchen,0,31-08-2012,1,corde à droite,terrain  (psf),2.000 mètres,6,0,H,0,0,0,0,0,0.75,0.8978,0.9659,0.25,0.9249,0,0.8462,1,0.8684,1,1,0.8,1,1,1,1,0.1667,1,0.3548,1,1,0.8611,0.9242,0.3571,0.0833,0.5625,0.4545,0,0.6087,0.7014,0.8633,0.7014,0.7028,0.1667,0.4959,0.3777,0.75,0.5014,0.5156,0.5014,1,0.3333,0.0858,0.1139,0.0858,1,0,0.988
0,8,0,4,2,14,Gelsenkirchen,0,31-08-2012,1,corde à droite,terrain  (psf),2.000 mètres,7,0,F,1,1,1,1,1,0.25,1,1,1,1,0,0.9231,0.875,1,0.9,1,0.8,0.8,0.8,0.8,0,0,0,0,0,0,1,0.8741,0.25,0.4167,0.125,0.625,0.5769,0.05,0.2372,0.4803,0.2372,0.437,0,0.2326,1,0.291,0,0,0,1,1,0,0,0,0,0,0.9971
0,8,0,4,4,14,Gelsenkirchen,0,31-08-2012,1,corde à droite,terrain  (psf),2.000 mètres,9,0,H,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,0,0.4667,0.6364,0.2857,0.25,0.3636,0.434,0,0,0,0.1692,1,0,0,0.116,0.6687,0.2998,0.6687,0.72,0,1,1,1,1,0,0.9976
0,2,0,4,5,14,Gelsenkirchen,0,31-08-2012,1,corde à droite,terrain  (psf),2.000 mètres,10,0,F,1,1,1,1,1,1,1,1,1,1,0,1,0.88,0.7742,1,1,1,1,1,1,1,1,1,0.8028,1,1,0.9231,0,0.3333,0.6667,0.8,0.5455,0.1538,0.413,0.3357,0.8346,0.3357,0.4082,1,0.3676,1,0.45,0.64,0.7637,0.64,0.775,1,0.9844,1,0.9844,1,0,0.9841
0,8,0,4,6,14,Gelsenkirchen,0,31-08-2012,1,corde à droite,terrain  (psf),2.000 mètres,4,0,F,0,0,0,0,1,1,0.8356,0.6712,0.5,1,0,0.8095,1,0.8214,0.8889,1,0.8,1,1,1,0,0.75,1,0.8,1,0,0.8214,0.6839,0.125,0.5833,0.625,0.4444,0.38,0.71,0.1471,0.6693,0.1471,0.0008,0.75,0,0.2155,0.0008,0.4428,0.6,0.4428,0.4375,1,0.6,0.6316,0.6,1,0,0.3913
1,1,1.2,1,2,10,Vincennes,0,01-09-2012,0,corde à gauche,terrain bon,2.700 mètres,10,3,F,0.25,0,0,0,0,1,1,1,0,1,0,0,0.5556,1,0.6,0.1429,0,0,0,0.25,0,0.24,0.2209,1,0,0.17,0.7222,0.2857,0.4,0,0.5,0.375,0,0.3793,0.1817,0.8418,0.2194,0.4404,0.2308,0.1096,0,0.25,0.4286,0.4634,0.4286,0.5731,0.2803,0.2727,0.2379,0.277,0,0.7,1
