race_id,date,hippodrome,race_datetime,distance_metres,track_condition,discipline,is_trot,field_size,reunion_number,course_number
20251025-R5-C5,20251025,MONS (GHLIN),2025-10-25 21:00:00,2840,,TROT_ATTELE,True,9,5,5
20251025-R5-C6,20251025,MONS (GHLIN),2025-10-25 21:30:00,2300,,TROT_ATTELE,True,9,5,6
20251025-R5-C7,20251025,MONS (GHLIN),2025-10-25 22:00:00,2300,,TROT_ATTELE,True,9,5,7
20251025-R5-C8,20251025,MONS (GHLIN),2025-10-25 22:31:00,2840,,TROT_ATTELE,True,10,5,8
20251026-R4-C1,20251026,SALON DE PROVENCE,2025-10-26 11:12:00,2200,,TROT_ATTELE,True,11,4,1
20251026-R4-C2,20251026,SALON DE PROVENCE,2025-10-26 11:41:00,2200,,TROT_ATTELE,True,15,4,2
20251026-R4-C3,20251026,SALON DE PROVENCE,2025-10-26 12:12:00,2200,,TROT_ATTELE,True,13,4,3
20251026-R4-C4,20251026,SALON DE PROVENCE,2025-10-26 12:47:00,3000,,TROT_ATTELE,True,13,4,4
20251026-R4-C5,20251026,SALON DE PROVENCE,2025-10-26 13:18:00,3000,,TROT_ATTELE,True,17,4,5
20251026-R4-C6,20251026,SALON DE PROVENCE,2025-10-26 13:50:00,3000,,TROT_ATTELE,True,16,4,6
20251026-R4-C7,20251026,SALON DE PROVENCE,2025-10-26 14:22:00,3000,,TROT_ATTELE,True,13,4,7
20251026-R4-C8,20251026,SALON DE PROVENCE,2025-10-26 14:55:00,2200,,TROT_ATTELE,True,10,4,8
20251026-R5-C1,20251026,ENGHIEN,2025-10-26 15:35:00,2875,,TROT_MONTE,True,11,5,1
20251026-R5-C2,20251026,ENGHIEN,2025-10-26 16:10:00,2875,,TROT_ATTELE,True,10,5,2
20251026-R5-C3,20251026,ENGHIEN,2025-10-26 16:46:00,2875,,TROT_ATTELE,True,15,5,3
20251026-R5-C4,20251026,ENGHIEN,2025-10-26 17:21:00,2875,,TROT_ATTELE,True,16,5,4
20251026-R5-C5,20251026,ENGHIEN,2025-10-26 17:54:00,2875,,TROT_ATTELE,True,16,5,5
20251026-R5-C6,20251026,ENGHIEN,2025-10-26 18:25:00,2150,,TROT_ATTELE,True,11,5,6
20251026-R5-C7,20251026,ENGHIEN,2025-10-26 18:58:00,2150,,TROT_ATTELE,True,10,5,7
20251026-R5-C8,20251026,ENGHIEN,2025-10-26 19:30:00,2875,,TROT_MONTE,True,12,5,8
20251026-R6-C3,20251026,WOLVEGA,2025-10-26 17:39:00,2100,,TROT_ATTELE,True,12,6,3
20251026-R6-C4,20251026,WOLVEGA,2025-10-26 18:10:00,2100,,TROT_ATTELE,True,14,6,4
20251026-R6-C5,20251026,WOLVEGA,2025-10-26 18:42:00,2100,,TROT_ATTELE,True,12,6,5
20251026-R6-C6,20251026,WOLVEGA,2025-10-26 19:13:00,2100,,TROT_ATTELE,True,9,6,6
20251026-R6-C7,20251026,WOLVEGA,2025-10-26 19:46:00,2100,,TROT_MONTE,True,9,6,7
20251026-R11-C1,20251026,NANTES,2025-10-26 12:30:00,2275,,TROT_ATTELE,True,13,11,1
20251026-R11-C2,20251026,NANTES,2025-10-26 13:03:00,2275,,TROT_ATTELE,True,13,11,2
20251026-R11-C3,20251026,NANTES,2025-10-26 13:32:00,2275,,TROT_ATTELE,True,13,11,3
20251026-R11-C4,20251026,NANTES,2025-10-26 14:04:00,2275,,TROT_ATTELE,True,13,11,4
20251026-R11-C5,20251026,NANTES,2025-10-26 14:32:00,2275,,TROT_ATTELE,True,12,11,5
20251026-R11-C6,20251026,NANTES,2025-10-26 15:00:00,2275,,TROT_ATTELE,True,13,11,6
20251026-R11-C7,20251026,NANTES,2025-10-26 15:33:00,3000,,TROT_ATTELE,True,16,11,7
20251026-R11-C8,20251026,NANTES,2025-10-26 16:02:00,3000,,TROT_ATTELE,True,13,11,8
20251026-R11-C9,20251026,NANTES,2025-10-26 16:32:00,3000,,TROT_ATTELE,True,16,11,9
20251027-R2-C1,20251027,LYON-PARILLY,2025-10-27 11:42:00,2600,,TROT_ATTELE,True,16,2,1
20251027-R2-C2,20251027,LYON-PARILLY,2025-10-27 12:17:00,2850,,TROT_MONTE,True,15,2,2
20251027-R2-C3,20251027,LYON-PARILLY,2025-10-27 12:52:00,2850,,TROT_ATTELE,True,16,2,3
20251027-R2-C4,20251027,LYON-PARILLY,2025-10-27 13:32:00,2600,,TROT_ATTELE,True,16,2,4
20251027-R2-C5,20251027,LYON-PARILLY,2025-10-27 14:16:00,2600,,TROT_ATTELE,True,16,2,5
20251027-R2-C6,20251027,LYON-PARILLY,2025-10-27 14:51:00,2850,,TROT_ATTELE,True,16,2,6
20251027-R2-C7,20251027,LYON-PARILLY,2025-10-27 15:23:00,2600,,TROT_ATTELE,True,16,2,7
20251027-R2-C8,20251027,LYON-PARILLY,2025-10-27 15:57:00,2850,,TROT_ATTELE,True,13,2,8
20251027-R4-C1,20251027,LE CROISE LAROCHE,2025-10-27 16:53:00,2825,,TROT_ATTELE,True,16,4,1
20251027-R4-C2,20251027,LE CROISE LAROCHE,2025-10-27 17:28:00,2700,,TROT_ATTELE,True,16,4,2
20251027-R4-C3,20251027,LE CROISE LAROCHE,2025-10-27 18:02:00,2800,,TROT_ATTELE,True,16,4,3
20251027-R4-C4,20251027,LE CROISE LAROCHE,2025-10-27 18:37:00,2825,,TROT_ATTELE,True,16,4,4
20251027-R4-C5,20251027,LE CROISE LAROCHE,2025-10-27 19:11:00,2700,,TROT_ATTELE,True,14,4,5
20251027-R4-C6,20251027,LE CROISE LAROCHE,2025-10-27 19:43:00,2700,,TROT_ATTELE,True,16,4,6
20251027-R4-C7,20251027,LE CROISE LAROCHE,2025-10-27 20:17:00,2700,,TROT_ATTELE,True,16,4,7
20251027-R4-C8,20251027,LE CROISE LAROCHE,2025-10-27 20:52:00,2825,,TROT_ATTELE,True,10,4,8
20251028-R3-C1,20251028,VINCENNES,2025-10-28 16:34:00,2700,,TROT_MONTE,True,13,3,1
20251028-R3-C2,20251028,VINCENNES,2025-10-28 17:10:00,2850,,TROT_ATTELE,True,18,3,2
20251028-R3-C3,20251028,VINCENNES,2025-10-28 17:45:00,2700,,TROT_ATTELE,True,18,3,3
20251028-R3-C4,20251028,VINCENNES,2025-10-28 18:15:00,2100,,TROT_ATTELE,True,18,3,4
20251028-R3-C5,20251028,VINCENNES,2025-10-28 18:47:00,2700,,TROT_MONTE,True,10,3,5
20251028-R3-C6,20251028,VINCENNES,2025-10-28 19:15:00,2100,,TROT_ATTELE,True,14,3,6
20251028-R3-C7,20251028,VINCENNES,2025-10-28 19:47:00,2850,,TROT_ATTELE,True,17,3,7
20251028-R3-C8,20251028,VINCENNES,2025-10-28 20:15:00,2200,,TROT_ATTELE,True,11,3,8
20251029-R3-C1,20251029,PONT DE VIVAUX,2025-10-29 16:35:00,2650,,TROT_ATTELE,True,16,3,1
20251029-R3-C2,20251029,PONT DE VIVAUX,2025-10-29 17:12:00,2650,,TROT_ATTELE,True,15,3,2
20251029-R3-C3,20251029,PONT DE VIVAUX,2025-10-29 17:48:00,2650,,TROT_ATTELE,True,16,3,3
20251029-R3-C4,20251029,PONT DE VIVAUX,2025-10-29 18:23:00,2650,,TROT_ATTELE,True,14,3,4
20251029-R3-C5,20251029,PONT DE VIVAUX,2025-10-29 18:58:00,2650,,TROT_ATTELE,True,13,3,5
20251029-R3-C6,20251029,PONT DE VIVAUX,2025-10-29 19:32:00,2650,,TROT_ATTELE,True,9,3,6
20251029-R3-C7,20251029,PONT DE VIVAUX,2025-10-29 20:04:00,2650,,TROT_MONTE,True,10,3,7
20251029-R3-C8,20251029,PONT DE VIVAUX,2025-10-29 20:36:00,2650,,TROT_ATTELE,True,11,3,8
20251029-R5-C7,20251029,SOLVALLA,2025-10-29 20:41:00,2140,,TROT_ATTELE,True,12,5,7
20251029-R5-C8,20251029,SOLVALLA,2025-10-29 21:03:00,2140,,TROT_ATTELE,True,10,5,8
20251029-R5-C9,20251029,SOLVALLA,2025-10-29 21:26:00,2640,,TROT_ATTELE,True,12,5,9
20251029-R5-C10,20251029,SOLVALLA,2025-10-29 21:51:00,2140,,TROT_ATTELE,True,12,5,10
20251030-R1-C1,20251030,VINCENNES,2025-10-30 13:57:00,2700,,TROT_ATTELE,True,15,1,1
20251030-R1-C2,20251030,VINCENNES,2025-10-30 14:34:00,2100,,TROT_ATTELE,True,15,1,2
20251030-R1-C3,20251030,VINCENNES,2025-10-30 15:11:00,2700,,TROT_ATTELE,True,15,1,3
20251030-R1-C4,20251030,VINCENNES,2025-10-30 15:46:00,2700,,TROT_ATTELE,True,10,1,4
20251030-R1-C5,20251030,VINCENNES,2025-10-30 16:21:00,2700,,TROT_ATTELE,True,16,1,5
20251030-R1-C6,20251030,VINCENNES,2025-10-30 16:53:00,2850,,TROT_MONTE,True,12,1,6
20251030-R1-C7,20251030,VINCENNES,2025-10-30 17:31:00,2700,,TROT_ATTELE,True,16,1,7
20251030-R1-C8,20251030,VINCENNES,2025-10-30 18:03:00,2850,,TROT_ATTELE,True,12,1,8
20251030-R4-C1,20251030,GRAIGNES,2025-10-30 16:36:00,2725,,TROT_ATTELE,True,14,4,1
20251030-R4-C2,20251030,GRAIGNES,2025-10-30 17:10:00,2725,,TROT_ATTELE,True,14,4,2
20251030-R4-C3,20251030,GRAIGNES,2025-10-30 17:47:00,2725,,TROT_ATTELE,True,14,4,3
20251030-R4-C4,20251030,GRAIGNES,2025-10-30 18:20:00,2725,,TROT_ATTELE,True,14,4,4
20251030-R4-C5,20251030,GRAIGNES,2025-10-30 18:55:00,2700,,TROT_MONTE,True,15,4,5
20251030-R4-C6,20251030,GRAIGNES,2025-10-30 19:27:00,2700,,TROT_ATTELE,True,10,4,6
20251030-R4-C7,20251030,GRAIGNES,2025-10-30 20:01:00,2700,,TROT_MONTE,True,16,4,7
20251030-R4-C8,20251030,GRAIGNES,2025-10-30 20:33:00,2700,,TROT_ATTELE,True,12,4,8
20251031-R1-C1,20251031,VINCENNES,2025-10-31 17:45:00,2700,,TROT_ATTELE,True,16,1,1
20251031-R1-C2,20251031,VINCENNES,2025-10-31 18:23:00,2700,,TROT_ATTELE,True,16,1,2
20251031-R1-C3,20251031,VINCENNES,2025-10-31 18:58:00,2700,,TROT_ATTELE,True,16,1,3
20251031-R1-C4,20251031,VINCENNES,2025-10-31 19:35:00,2700,,TROT_MONTE,True,13,1,4
20251031-R1-C5,20251031,VINCENNES,2025-10-31 20:15:00,2100,,TROT_ATTELE,True,14,1,5
20251031-R1-C6,20251031,VINCENNES,2025-10-31 20:43:00,2700,,TROT_ATTELE,True,15,1,6
20251031-R1-C7,20251031,VINCENNES,2025-10-31 21:13:00,2700,,TROT_MONTE,True,12,1,7
20251031-R1-C8,20251031,VINCENNES,2025-10-31 21:47:00,2200,,TROT_ATTELE,True,11,1,8
20251031-R5-C1,20251031,LA CEPIERE,2025-10-31 15:41:00,2950,,TROT_MONTE,True,18,5,1
20251031-R5-C2,20251031,LA CEPIERE,2025-10-31 16:15:00,2150,,TROT_ATTELE,True,16,5,2
20251031-R5-C3,20251031,LA CEPIERE,2025-10-31 16:49:00,2750,,TROT_ATTELE,True,15,5,3
20251031-R5-C4,20251031,LA CEPIERE,2025-10-31 17:24:00,2750,,TROT_ATTELE,True,16,5,4
20251031-R5-C5,20251031,LA CEPIERE,2025-10-31 18:03:00,2150,,TROT_ATTELE,True,16,5,5
20251031-R5-C6,20251031,LA CEPIERE,2025-10-31 18:40:00,2750,,TROT_ATTELE,True,16,5,6
20251031-R5-C7,20251031,LA CEPIERE,2025-10-31 19:15:00,2750,,TROT_ATTELE,True,16,5,7
20251031-R5-C8,20251031,LA CEPIERE,2025-10-31 19:51:00,2750,,TROT_ATTELE,True,14,5,8
20251031-R8-C1,20251031,PORNICHET,2025-10-31 16:00:00,2725,,TROT_MONTE,True,16,8,1
20251031-R8-C2,20251031,PORNICHET,2025-10-31 16:30:00,2725,,TROT_ATTELE,True,12,8,2
20251031-R8-C3,20251031,PORNICHET,2025-10-31 17:00:00,2725,,TROT_ATTELE,True,12,8,3
20251031-R8-C4,20251031,PORNICHET,2025-10-31 17:32:00,2725,,TROT_MONTE,True,14,8,4
20251031-R8-C5,20251031,PORNICHET,2025-10-31 18:03:00,2725,,TROT_ATTELE,True,14,8,5
20251031-R8-C6,20251031,PORNICHET,2025-10-31 18:33:00,2725,,TROT_MONTE,True,13,8,6
20251031-R8-C7,20251031,PORNICHET,2025-10-31 19:02:00,2725,,TROT_ATTELE,True,14,8,7
20251031-R8-C8,20251031,PORNICHET,2025-10-31 19:35:00,2725,,TROT_ATTELE,True,14,8,8
20251031-R8-C9,20251031,PORNICHET,2025-10-31 20:02:00,2725,,TROT_ATTELE,True,16,8,9
20251101-R1-C1,20251101,LAVAL,2025-11-01 13:23:00,2850,,TROT_ATTELE,True,18,1,1
20251101-R1-C2,20251101,LAVAL,2025-11-01 14:00:00,2850,,TROT_ATTELE,True,14,1,2
20251101-R1-C3,20251101,LAVAL,2025-11-01 14:33:00,2850,,TROT_ATTELE,True,12,1,3
20251101-R1-C4,20251101,LAVAL,2025-11-01 15:15:00,2850,,TROT_ATTELE,True,16,1,4
20251101-R1-C5,20251101,LAVAL,2025-11-01 15:50:00,2850,,TROT_ATTELE,True,13,1,5
20251101-R1-C6,20251101,LAVAL,2025-11-01 16:25:00,2850,,TROT_MONTE,True,8,1,6
20251101-R1-C7,20251101,LAVAL,2025-11-01 17:02:00,2850,,TROT_ATTELE,True,16,1,7
20251101-R1-C8,20251101,LAVAL,2025-11-01 17:36:00,2850,,TROT_ATTELE,True,16,1,8
20251101-R1-C9,20251101,LAVAL,2025-11-01 18:10:00,2850,,TROT_ATTELE,True,16,1,9
20251101-R6-C2,20251101,WOLVEGA,2025-11-01 18:50:00,1609,,TROT_ATTELE,True,10,6,2
20251101-R6-C3,20251101,WOLVEGA,2025-11-01 19:25:00,2100,,TROT_ATTELE,True,9,6,3
20251101-R6-C4,20251101,WOLVEGA,2025-11-01 19:49:00,2100,,TROT_ATTELE,True,6,6,4
20251101-R6-C5,20251101,WOLVEGA,2025-11-01 20:13:00,2100,,TROT_ATTELE,True,6,6,5
20251101-R6-C6,20251101,WOLVEGA,2025-11-01 20:38:00,2100,,TROT_ATTELE,True,7,6,6
20251101-R6-C7,20251101,WOLVEGA,2025-11-01 21:03:00,2100,,TROT_ATTELE,True,8,6,7
20251101-R6-C8,20251101,WOLVEGA,2025-11-01 21:43:00,3100,,TROT_ATTELE,True,8,6,8
20251101-R6-C9,20251101,WOLVEGA,2025-11-01 22:23:00,2100,,TROT_ATTELE,True,7,6,9
20251101-R11-C1,20251101,SAINT MALO,2025-11-01 12:45:00,2950,,TROT_ATTELE,True,14,11,1
20251101-R11-C2,20251101,SAINT MALO,2025-11-01 13:15:00,2950,,TROT_ATTELE,True,14,11,2
20251101-R11-C3,20251101,SAINT MALO,2025-11-01 13:45:00,2950,,TROT_ATTELE,True,14,11,3
20251101-R11-C4,20251101,SAINT MALO,2025-11-01 14:15:00,2850,,TROT_ATTELE,True,14,11,4
20251101-R11-C5,20251101,SAINT MALO,2025-11-01 14:45:00,2850,,TROT_ATTELE,True,14,11,5
20251101-R11-C6,20251101,SAINT MALO,2025-11-01 15:15:00,2950,,TROT_ATTELE,True,18,11,6
20251101-R11-C7,20251101,SAINT MALO,2025-11-01 15:45:00,2950,,TROT_ATTELE,True,15,11,7
20251101-R11-C8,20251101,SAINT MALO,2025-11-01 16:15:00,2850,,TROT_ATTELE,True,14,11,8
20251101-R11-C9,20251101,SAINT MALO,2025-11-01 16:45:00,2850,,TROT_ATTELE,True,14,11,9
20251102-R4-C1,20251102,ARGENTAN,2025-11-02 11:30:00,2875,,TROT_ATTELE,True,16,4,1
20251102-R4-C2,20251102,ARGENTAN,2025-11-02 12:02:00,2875,,TROT_MONTE,True,18,4,2
20251102-R4-C3,20251102,ARGENTAN,2025-11-02 12:40:00,2875,,TROT_ATTELE,True,15,4,3
20251102-R4-C4,20251102,ARGENTAN,2025-11-02 13:10:00,2875,,TROT_ATTELE,True,13,4,4
20251102-R4-C5,20251102,ARGENTAN,2025-11-02 13:42:00,2875,,TROT_ATTELE,True,14,4,5
20251102-R4-C6,20251102,ARGENTAN,2025-11-02 14:17:00,2875,,TROT_ATTELE,True,13,4,6
20251102-R4-C7,20251102,ARGENTAN,2025-11-02 14:50:00,2875,,TROT_MONTE,True,15,4,7
20251102-R4-C8,20251102,ARGENTAN,2025-11-02 15:32:00,2875,,TROT_ATTELE,True,17,4,8
20251102-R5-C1,20251102,PONT DE VIVAUX,2025-11-02 16:07:00,2650,,TROT_ATTELE,True,14,5,1
20251102-R5-C2,20251102,PONT DE VIVAUX,2025-11-02 16:42:00,2650,,TROT_ATTELE,True,16,5,2
20251102-R5-C3,20251102,PONT DE VIVAUX,2025-11-02 17:17:00,2650,,TROT_ATTELE,True,16,5,3
20251102-R5-C4,20251102,PONT DE VIVAUX,2025-11-02 17:52:00,2650,,TROT_ATTELE,True,14,5,4
20251102-R5-C5,20251102,PONT DE VIVAUX,2025-11-02 18:29:00,2650,,TROT_ATTELE,True,13,5,5
20251102-R5-C6,20251102,PONT DE VIVAUX,2025-11-02 19:02:00,2650,,TROT_ATTELE,True,13,5,6
20251102-R5-C7,20251102,PONT DE VIVAUX,2025-11-02 19:37:00,2650,,TROT_ATTELE,True,16,5,7
20251102-R5-C8,20251102,PONT DE VIVAUX,2025-11-02 20:07:00,2650,,TROT_ATTELE,True,11,5,8
20251102-R9-C1,20251102,LA CAPELLE,2025-11-02 13:00:00,2700,,TROT_ATTELE,True,16,9,1
20251102-R9-C2,20251102,LA CAPELLE,2025-11-02 13:30:00,2750,,TROT_ATTELE,True,14,9,2
20251102-R9-C3,20251102,LA CAPELLE,2025-11-02 14:00:00,2750,,TROT_ATTELE,True,14,9,3
20251102-R9-C4,20251102,LA CAPELLE,2025-11-02 14:30:00,2700,,TROT_ATTELE,True,16,9,4
20251102-R9-C5,20251102,LA CAPELLE,2025-11-02 15:00:00,2700,,TROT_ATTELE,True,16,9,5
20251102-R9-C6,20251102,LA CAPELLE,2025-11-02 15:30:00,2750,,TROT_ATTELE,True,14,9,6
20251102-R9-C7,20251102,LA CAPELLE,2025-11-02 16:00:00,2750,,TROT_ATTELE,True,12,9,7
20251102-R9-C8,20251102,LA CAPELLE,2025-11-02 16:30:00,2700,,TROT_ATTELE,True,15,9,8
20251103-R2-C1,20251103,CHARTRES,2025-11-03 11:42:00,3300,,TROT_ATTELE,True,14,2,1
20251103-R2-C2,20251103,CHARTRES,2025-11-03 12:17:00,2300,,TROT_ATTELE,True,12,2,2
20251103-R2-C3,20251103,CHARTRES,2025-11-03 12:52:00,2825,,TROT_ATTELE,True,10,2,3
20251103-R2-C4,20251103,CHARTRES,2025-11-03 13:27:00,2300,,TROT_ATTELE,True,12,2,4
20251103-R2-C5,20251103,CHARTRES,2025-11-03 14:12:00,2825,,TROT_ATTELE,True,16,2,5
20251103-R2-C6,20251103,CHARTRES,2025-11-03 14:47:00,2825,,TROT_ATTELE,True,14,2,6
20251103-R2-C7,20251103,CHARTRES,2025-11-03 15:22:00,2825,,TROT_ATTELE,True,16,2,7
20251103-R2-C8,20251103,CHARTRES,2025-11-03 16:00:00,2825,,TROT_ATTELE,True,16,2,8
20251103-R3-C1,20251103,VINCENNES,2025-11-03 16:35:00,2700,,TROT_MONTE,True,12,3,1
20251103-R3-C2,20251103,VINCENNES,2025-11-03 17:10:00,2850,,TROT_ATTELE,True,16,3,2
20251103-R3-C3,20251103,VINCENNES,2025-11-03 17:47:00,2100,,TROT_ATTELE,True,14,3,3
20251103-R3-C4,20251103,VINCENNES,2025-11-03 18:21:00,2100,,TROT_ATTELE,True,18,3,4
20251103-R3-C5,20251103,VINCENNES,2025-11-03 18:55:00,2175,,TROT_MONTE,True,9,3,5
20251103-R3-C6,20251103,VINCENNES,2025-11-03 19:27:00,2200,,TROT_ATTELE,True,15,3,6
20251103-R3-C7,20251103,VINCENNES,2025-11-03 19:59:00,2200,,TROT_ATTELE,True,8,3,7
20251103-R3-C8,20251103,VINCENNES,2025-11-03 20:31:00,2200,,TROT_ATTELE,True,8,3,8
20251103-R6-C1,20251103,AGEN LA GARENNE,2025-11-03 13:30:00,2575,,TROT_ATTELE,True,13,6,1
20251103-R6-C2,20251103,AGEN LA GARENNE,2025-11-03 14:00:00,2650,,TROT_ATTELE,True,9,6,2
20251103-R6-C3,20251103,AGEN LA GARENNE,2025-11-03 14:30:00,2575,,TROT_ATTELE,True,12,6,3
20251103-R6-C4,20251103,AGEN LA GARENNE,2025-11-03 15:00:00,2650,,TROT_ATTELE,True,14,6,4
20251103-R6-C5,20251103,AGEN LA GARENNE,2025-11-03 15:30:00,2650,,TROT_ATTELE,True,14,6,5
20251103-R6-C6,20251103,AGEN LA GARENNE,2025-11-03 16:00:00,2575,,TROT_ATTELE,True,14,6,6
20251103-R6-C7,20251103,AGEN LA GARENNE,2025-11-03 16:30:00,2575,,TROT_ATTELE,True,12,6,7
20251103-R6-C8,20251103,AGEN LA GARENNE,2025-11-03 17:00:00,2575,,TROT_ATTELE,True,14,6,8
20251104-R1-C1,20251104,VINCENNES,2025-11-04 13:55:00,2700,,TROT_ATTELE,True,16,1,1
20251104-R1-C2,20251104,VINCENNES,2025-11-04 14:34:00,2200,,TROT_ATTELE,True,15,1,2
20251104-R1-C3,20251104,VINCENNES,2025-11-04 15:09:00,2700,,TROT_MONTE,True,13,1,3
20251104-R1-C4,20251104,VINCENNES,2025-11-04 15:44:00,2100,,TROT_ATTELE,True,14,1,4
20251104-R1-C5,20251104,VINCENNES,2025-11-04 16:21:00,2850,,TROT_ATTELE,True,13,1,5
20251104-R1-C6,20251104,VINCENNES,2025-11-04 16:54:00,2175,,TROT_MONTE,True,15,1,6
20251104-R1-C7,20251104,VINCENNES,2025-11-04 17:29:00,2100,,TROT_ATTELE,True,10,1,7
20251104-R1-C8,20251104,VINCENNES,2025-11-04 18:03:00,2100,,TROT_ATTELE,True,15,1,8
20251104-R2-C1,20251104,SON PARDO,2025-11-04 11:07:00,2650,,TROT_ATTELE,True,11,2,1
20251104-R2-C2,20251104,SON PARDO,2025-11-04 11:35:00,2650,,TROT_ATTELE,True,12,2,2
20251104-R2-C3,20251104,SON PARDO,2025-11-04 12:07:00,2650,,TROT_ATTELE,True,12,2,3
20251104-R2-C4,20251104,SON PARDO,2025-11-04 12:39:00,2150,,TROT_ATTELE,True,16,2,4
20251104-R2-C5,20251104,SON PARDO,2025-11-04 13:11:00,3150,,TROT_ATTELE,True,11,2,5
20251104-R4-C1,20251104,SAINT GALMIER,2025-11-04 16:36:00,2600,,TROT_ATTELE,True,16,4,1
20251104-R4-C2,20251104,SAINT GALMIER,2025-11-04 17:10:00,2600,,TROT_ATTELE,True,14,4,2
20251104-R4-C3,20251104,SAINT GALMIER,2025-11-04 17:44:00,2600,,TROT_ATTELE,True,16,4,3
20251104-R4-C4,20251104,SAINT GALMIER,2025-11-04 18:22:00,2600,,TROT_ATTELE,True,13,4,4
20251104-R4-C5,20251104,SAINT GALMIER,2025-11-04 18:55:00,2625,,TROT_ATTELE,True,15,4,5
20251104-R4-C6,20251104,SAINT GALMIER,2025-11-04 19:29:00,2625,,TROT_ATTELE,True,13,4,6
20251104-R4-C7,20251104,SAINT GALMIER,2025-11-04 20:08:00,2600,,TROT_ATTELE,True,14,4,7
20251104-R4-C8,20251104,SAINT GALMIER,2025-11-04 20:41:00,2650,,TROT_MONTE,True,15,4,8
20251104-R5-C1,20251104,MONS (GHLIN),2025-11-04 18:38:00,2300,,TROT_ATTELE,True,13,5,1
20251104-R5-C2,20251104,MONS (GHLIN),2025-11-04 19:11:00,2300,,TROT_ATTELE,True,11,5,2
20251104-R5-C3,20251104,MONS (GHLIN),2025-11-04 19:53:00,2300,,TROT_ATTELE,True,12,5,3
20251104-R5-C4,20251104,MONS (GHLIN),2025-11-04 20:25:00,1750,,TROT_ATTELE,True,10,5,4
20251104-R5-C5,20251104,MONS (GHLIN),2025-11-04 21:00:00,2300,,TROT_ATTELE,True,9,5,5
20251104-R5-C6,20251104,MONS (GHLIN),2025-11-04 21:25:00,2300,,TROT_ATTELE,True,9,5,6
20251104-R5-C7,20251104,MONS (GHLIN),2025-11-04 21:55:00,2840,,TROT_ATTELE,True,7,5,7
20251104-R5-C8,20251104,MONS (GHLIN),2025-11-04 22:26:00,2275,,TROT_MONTE,True,7,5,8
20251105-R1-C1,20251105,NANTES,2025-11-05 13:12:00,3000,,TROT_MONTE,True,14,1,1
20251105-R1-C2,20251105,NANTES,2025-11-05 13:55:00,3000,,TROT_ATTELE,True,16,1,2
20251105-R1-C3,20251105,NANTES,2025-11-05 14:32:00,3000,,TROT_ATTELE,True,16,1,3
20251105-R1-C4,20251105,NANTES,2025-11-05 15:12:00,3000,,TROT_ATTELE,True,16,1,4
20251105-R1-C5,20251105,NANTES,2025-11-05 15:47:00,3000,,TROT_ATTELE,True,16,1,5
20251105-R1-C6,20251105,NANTES,2025-11-05 16:21:00,3000,,TROT_MONTE,True,14,1,6
20251105-R1-C7,20251105,NANTES,2025-11-05 16:53:00,3000,,TROT_ATTELE,True,15,1,7
20251105-R1-C8,20251105,NANTES,2025-11-05 17:25:00,3000,,TROT_ATTELE,True,16,1,8
20251105-R8-C1,20251105,SOLVALLA,2025-11-05 18:15:00,2140,,TROT_ATTELE,True,10,8,1
20251105-R8-C2,20251105,SOLVALLA,2025-11-05 18:39:00,2140,,TROT_ATTELE,True,11,8,2
20251105-R8-C3,20251105,SOLVALLA,2025-11-05 19:03:00,1640,,TROT_ATTELE,True,8,8,3
20251105-R8-C4,20251105,SOLVALLA,2025-11-05 19:27:00,2640,,TROT_ATTELE,True,8,8,4
20251105-R8-C5,20251105,SOLVALLA,2025-11-05 19:51:00,1640,,TROT_ATTELE,True,8,8,5
20251105-R8-C6,20251105,SOLVALLA,2025-11-05 20:13:00,2140,,TROT_ATTELE,True,12,8,6
20251105-R8-C7,20251105,SOLVALLA,2025-11-05 20:41:00,1640,,TROT_ATTELE,True,12,8,7
20251105-R8-C8,20251105,SOLVALLA,2025-11-05 21:03:00,2140,,TROT_ATTELE,True,12,8,8
20251105-R8-C9,20251105,SOLVALLA,2025-11-05 21:26:00,2140,,TROT_ATTELE,True,12,8,9
20251105-R8-C10,20251105,SOLVALLA,2025-11-05 21:51:00,2140,,TROT_ATTELE,True,12,8,10
20251106-R1-C1,20251106,VINCENNES,2025-11-06 13:57:00,2100,,TROT_ATTELE,True,14,1,1
20251106-R1-C2,20251106,VINCENNES,2025-11-06 14:30:00,2700,,TROT_ATTELE,True,10,1,2
20251106-R1-C3,20251106,VINCENNES,2025-11-06 15:05:00,2700,,TROT_ATTELE,True,14,1,3
20251106-R1-C4,20251106,VINCENNES,2025-11-06 15:46:00,2700,,TROT_ATTELE,True,14,1,4
20251106-R1-C5,20251106,VINCENNES,2025-11-06 16:20:00,2700,,TROT_MONTE,True,13,1,5
20251106-R1-C6,20251106,VINCENNES,2025-11-06 16:53:00,2850,,TROT_ATTELE,True,16,1,6
20251106-R1-C7,20251106,VINCENNES,2025-11-06 17:25:00,2700,,TROT_ATTELE,True,13,1,7
20251106-R1-C8,20251106,VINCENNES,2025-11-06 18:00:00,2700,,TROT_ATTELE,True,16,1,8
20251106-R1-C9,20251106,VINCENNES,2025-11-06 18:35:00,2700,,TROT_ATTELE,True,14,1,9
20251106-R2-C1,20251106,GELSENKIRCHEN,2025-11-06 11:05:00,2000,,TROT_ATTELE,True,8,2,1
20251106-R2-C2,20251106,GELSENKIRCHEN,2025-11-06 11:33:00,2000,,TROT_ATTELE,True,8,2,2
